"L&S","","","","","","","","","","","","","","","","","","","","",""
"LIBRARY & INFORMATION STUD Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"L I S
Dept. Total
544","716","3.836","74.9","18.2","4.5","0.3","0.6","0.1","0.1","0.7","",".",".","",".","",".","0.6",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","24","3.958","91.7","8.3",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","74","3.797","79.7","10.8","4.1","2.7","1.4","1.4",".",".","",".",".","",".","",".",".",".",".","."
"Junior","40","3.836","77.5","17.5","2.5",".","2.5",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","24","3.670","58.3","25.0","12.5",".","4.2",".",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","162","3.814","77.8","14.2","4.3","1.2","1.9","0.6",".",".","",".",".","",".","",".",".",".",".","."
"Special","14","3.500","57.1","21.4","7.1",".",".",".","7.1","7.1","",".",".","",".","",".",".",".",".","."
"Graduate","536","3.852","74.3","19.4","4.5",".","0.2",".",".","0.7","",".",".","",".","",".","0.7",".","0.2","."
"Prof Yr 2","4","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","4","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Dept. Total","716","3.836","74.9","18.2","4.5","0.3","0.6","0.1","0.1","0.7","",".",".","",".","",".","0.6",".","0.1","."
