"","999
068","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
072","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
080","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading and Research","Course Total","12","4.000","91.7",".",".",".",".",".",".","8.3",".",".","",".",".",".",".",".","."
"ANTHRO
156","Dept. Total","2203","3.057","30.1","13.2","25.2","6.6","18.2","2.2","1.8","1.1","0.0",".","",".","0.7","0.2","0.0","0.1","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","586","2.967","23.7","13.7","27.6","7.7","24.1","1.5","1.0",".",".",".","",".",".","0.2",".",".","0.5"
"Sophomore","","627","3.018","29.8","11.8","27.6","5.6","20.7","2.2","2.1",".",".",".","",".",".",".",".",".","0.2"
"Junior","","442","2.976","27.8","12.7","26.9","7.2","17.0","3.8","2.9",".",".",".","",".",".","0.7",".",".","0.9"
"Senior","","417","3.168","33.6","17.7","22.3","8.2","12.9","1.9","1.7","0.2","0.2",".","",".","0.5","0.2","0.2",".","0.2"
"Undergraduates","","2072","3.025","28.4","13.7","26.4","7.0","19.3","2.3","1.9","0.0","0.0",".","",".","0.1","0.2","0.0",".","0.4"
"Special","","13","3.000","30.8",".","23.1",".","7.7",".","7.7","15.4",".",".","",".",".",".",".","15.4","."
"Graduate","","118","3.900","59.3","5.1","4.2",".",".",".",".","18.6",".",".","",".","11.0",".",".","0.8","0.8"
"","Dept. Total","2203","3.057","30.1","13.2","25.2","6.6","18.2","2.2","1.8","1.1","0.0",".","",".","0.7","0.2","0.0","0.1","0.5"
