"","990
096","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
097","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
101","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","122","",".",".",".",".",".",".",".","75.4",".",".",".","23.8",".",".","0.8","."
"PHYSICS
754","Dept. Total","3120","3.068","24.1","20.4","23.4","13.6","10.8","1.8","0.9","3.2",".","0.0",".","1.1","0.2","0.0","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","137","3.198","25.5","25.5","29.9","8.0","7.3","2.2",".",".",".",".",".",".",".","0.7",".","0.7"
"Sophomore","","629","2.977","23.7","21.3","22.7","15.3","12.2","2.4","2.4",".",".",".",".",".",".",".",".","."
"Junior","","1200","3.005","20.3","21.3","24.1","17.2","14.0","2.0","0.7",".",".",".",".",".","0.3",".","0.1","0.1"
"Senior","","792","3.110","25.9","19.9","26.9","13.0","10.2","1.9","0.8",".",".","0.1",".","0.8","0.3",".",".","0.3"
"Undergraduates","","2758","3.036","23.0","21.1","24.9","15.1","12.2","2.1","1.1",".",".","0.0",".","0.2","0.2","0.0","0.0","0.1"
"Special","","25","3.161","28.0","8.0","28.0","20.0","8.0",".",".","8.0",".",".",".",".",".",".",".","."
"Graduate","","337","3.651","32.9","16.0","11.3","0.6",".",".",".","29.7",".",".",".","8.6",".",".","0.9","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3121","3.068","24.1","20.4","23.4","13.6","10.8","1.8","0.9","3.3",".","0.0",".","1.1","0.2","0.0","0.1","0.1"
