"L&S","","","","","","","","","","","","","","","","","","","",""
"","E ASIAN LANGUAGES & LITERA Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","","",""
"First Semester Chinese","101","001","104","3.777","66.3","25.0","5.8",".","1.9",".",".","1.0",".",".",".",".",".",".",".","."
"","103","001","44","3.795","77.3","13.6","2.3","4.5","2.3",".",".",".",".",".",".",".",".",".",".","."
"","103","002","50","3.704","62.0","22.0","8.0","4.0","2.0",".",".","2.0",".",".",".",".",".",".",".","."
"First Semester Japanese","","Course Total","94","3.747","69.1","18.1","5.3","4.3","2.1",".",".","1.1",".",".",".",".",".",".",".","."
"Elementary Korean","105","001","57","3.652","52.6","29.8","10.5","3.5","1.8",".",".","1.8",".",".",".",".",".",".",".","."
"","122","001","14","3.750","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","122","002","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Chinese","","Course Total","22","3.841","72.7","22.7","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","124","001","18","3.611","61.1","16.7","11.1","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","124","002","20","3.875","80.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Japanese","","Course Total","38","3.750","71.1","15.8","7.9","2.6","2.6",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Chinese","201","001","57","3.649","59.6","26.3","8.8","1.8","1.8",".","1.8",".",".",".",".",".",".",".",".","."
"Third Semester Japanese","203","001","50","3.330","40.0","20.0","16.0","14.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Religion-Hist&Culture: East","273","001","11","3.500","36.4","45.5","9.1",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Kendo:Intgratn-Mrtl&Lib Art","277","001","13","3.708","69.2","7.7","7.7",".","7.7",".",".","7.7",".",".",".",".",".",".",".","."
"","299","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299","070","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Humanities Topics in EAS","300","001","10","3.200","10.0","30.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Fifth Semester Chinese","301","001","51","3.755","56.9","27.5","5.9","2.0",".",".",".","5.9",".",".",".",".","2.0",".",".","."
"5th Semester Japanese","303","001","45","3.274","33.3","22.2","15.6","11.1","8.9","2.2",".","6.7",".",".",".",".",".",".",".","."
"Third Semester Chinese","317","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","319","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","319","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"First Semester Japanese","","Course Total","5","***","","","","","","","","","","","","","","","",""
"1st Yr Classical Chinese","321","001","26","3.340","30.8","26.9","23.1","7.7","7.7",".",".",".",".",".",".",".","3.8",".",".","."
"Elementary Korean","325","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Semester Japanese","327","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Chinese Conversation","333","001","19","3.765","57.9","26.3",".","5.3",".",".",".",".",".",".",".",".","10.5",".",".","."
"Intmed Japanese Conversatn","335","001","16","3.844","75.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Classic Chinese-Non-Majors","341","001","33","3.953","87.9","9.1",".",".",".",".",".","3.0",".",".",".",".",".",".",".","."
"Third Semester Korean","345","001","26","3.901","84.6","11.5","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fifth Semester Korean","347","001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Taoism","350","001","25","3.417","32.0","28.0","28.0","4.0","4.0",".",".",".",".",".",".",".","4.0",".",".","."
"Survey of Chinese Literature","351","001","22","3.932","86.4","13.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Japanese Literature","353","001","21","3.310","42.9","33.3","4.8",".","14.3",".","4.8",".",".",".",".",".",".",".",".","."
"Masterworks: The Tale of Genji","361","001","11","3.636","54.5","18.2","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Japanese Poetic Tradition","367","001","10","3.278","10.0","40.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".","10.0","."
"Topics-Chinese Literature","371","001","45","3.477","53.3","22.2","8.9","4.4","4.4","2.2","2.2",".",".",".",".",".","2.2",".",".","."
"Intermed Tech Japanese I","374","001","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Seventh Semester Chinese","401","001","14","3.750","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
