"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","101
001","18","2.972","27.8","11.1","27.8","5.6","22.2","5.6",".",".",".",".",".",".",".",".",".","."
"","002
101","21","3.167","42.9","19.0","9.5","14.3","4.8","4.8","4.8",".",".",".",".",".",".",".",".","."
"","003
101","24","2.625","8.3","8.3","33.3","16.7","25.0","8.3",".",".",".",".",".",".",".",".",".","."
"","004
101","22","2.659","18.2","13.6","27.3",".","27.3","9.1","4.5",".",".",".",".",".",".",".",".","."
"","101
005","13","2.231","7.7","7.7","30.8","7.7","15.4","23.1","7.7",".",".",".",".",".",".",".",".","."
"Intermediate Algebra","Course Total","98","2.760","21.4","12.2","25.5","9.2","19.4","9.2","3.1",".",".",".",".",".",".",".",".","."
"","001
112","19","2.474","15.8",".","42.1",".","26.3","5.3","10.5",".",".",".",".",".",".",".",".","."
"","112
002","22","2.068","9.1","4.5","22.7",".","36.4","13.6","13.6",".",".",".",".",".",".",".",".","."
"","112
003","23","2.913","34.8","8.7","17.4",".","30.4","8.7",".",".",".",".",".",".",".",".",".","."
"","112
004","20","2.775","20.0","5.0","40.0","10.0","15.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","005
112","22","3.023","18.2","22.7","36.4",".","18.2","4.5",".",".",".",".",".",".",".",".",".","."
"","112
006","20","2.900","20.0","5.0","50.0","5.0","15.0",".","5.0",".",".",".",".",".",".",".",".","."
"","112
007","19","2.816","31.6","10.5","21.1","5.3","15.8","10.5","5.3",".",".",".",".",".",".",".",".","."
"","112
009","21","2.881","19.0","4.8","47.6",".","23.8","4.8",".",".",".",".",".",".",".",".",".","."
"","112
010","18","2.618","11.1","5.6","22.2","22.2","27.8","5.6",".","5.6",".",".",".",".",".",".",".","."
"","011
112","22","2.864","18.2","9.1","31.8","18.2","18.2","4.5",".",".",".",".",".",".",".",".",".","."
"","012
112","24","2.667","12.5","4.2","37.5","12.5","25.0","8.3",".",".",".",".",".",".",".",".",".","."
"","112
013","21","2.929","28.6",".","38.1","4.8","23.8","4.8",".",".",".",".",".",".",".",".",".","."
"","014
112","24","3.104","33.3","4.2","41.7",".","16.7","4.2",".",".",".",".",".",".",".",".",".","."
"","015
112","23","2.696","21.7","13.0","17.4","4.3","34.8","4.3","4.3",".",".",".",".",".",".",".",".","."
"","112
016","21","2.857","19.0","14.3","19.0","23.8","19.0","4.8",".",".",".",".",".",".",".",".",".","."
"","112
017","20","2.775","10.0","15.0","40.0",".","30.0","5.0",".",".",".",".",".",".",".",".",".","."
"","018
112","19","3.237","36.8","5.3","47.4",".","5.3","5.3",".",".",".",".",".",".",".",".",".","."
"","112
019","22","2.341","4.5","4.5","45.5","9.1","18.2","4.5","13.6",".",".",".",".",".",".",".",".","."
"","112
020","20","3.075","20.0","15.0","40.0","10.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"","112
021","16","2.594","12.5",".","43.8","6.3","31.3",".","6.3",".",".",".",".",".",".",".",".","."
"","022
112","21","2.476","9.5","4.8","33.3","4.8","33.3","14.3",".",".",".",".",".",".",".",".",".","."
"","023
112","22","2.773","27.3",".","22.7","9.1","36.4","4.5",".",".",".",".",".",".",".",".",".","."
"","112
024","19","2.921","31.6",".","42.1","5.3","5.3","15.8",".",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","478","2.774","20.3","6.9","34.5","6.5","22.8","6.1","2.7","0.2",".",".",".",".",".",".",".","."
"","113
003","20","3.075","15.0","25.0","35.0","10.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"","113
005","18","2.833","16.7","16.7","27.8","16.7","16.7",".","5.6",".",".",".",".",".",".",".",".","."
"","113
006","17","2.647","17.6","11.8","17.6","11.8","29.4","11.8",".",".",".",".",".",".",".",".",".","."
"","113
007","20","3.100","25.0","15.0","30.0","25.0",".","5.0",".",".",".",".",".",".",".",".",".","."
"","113
011","12","2.875","25.0",".","16.7","41.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","87","2.920","19.5","14.9","26.4","19.5","14.9","3.4","1.1",".",".",".",".",".",".",".",".","."
"","114
001","198","2.871","11.1","18.7","30.8","21.2","14.1","3.5","0.5",".",".",".",".",".",".",".",".","."
"","114
002","173","2.901","10.4","23.7","25.4","23.7","12.7","2.9","0.6",".",".",".",".",".","0.6",".",".","."
"Algebra and Trigonometry","Course Total","371","2.885","10.8","21.0","28.3","22.4","13.5","3.2","0.5",".",".",".",".",".","0.3",".",".","."
"","130
001","17","3.147","47.1","11.8","11.8","5.9","17.6",".","5.9",".",".",".",".",".",".",".",".","."
"","002
130","22","3.000","18.2","18.2","31.8","9.1","22.7",".",".",".",".",".",".",".",".",".",".","."
"","130
003","18","2.806","27.8","11.1","16.7","16.7","16.7","5.6","5.6",".",".",".",".",".",".",".",".","."
"","130
004","13","3.192","15.4","23.1","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"Math for","Course Total","70","3.021","27.1","15.7","25.7","11.4","15.7","1.4","2.9",".",".",".",".",".",".",".",".","."
"","131
002","20","3.000","25.0","5.0","35.0","5.0","25.0",".",".",".",".",".",".",".","5.0",".",".","."
"February 14, 2013","","","","","","","","","","","","","","","","","","Page 253 of 403",""
