"","999
040","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
056","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
060","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Studies","Course Total","13","4.000","92.3",".",".",".",".",".",".",".","",".",".","",".",".",".",".","7.7","."
"COM DIS
252","Dept. Total","1434","3.648","66.7","14.7","9.0","3.3","2.6","1.0","0.6","1.2","",".",".","",".","0.6","0.2",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"252
COM DIS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","58","3.319","41.4","25.9","10.3","6.9","13.8",".","1.7",".","",".",".","",".",".",".",".",".","."
"Sophomore","","187","3.428","56.1","10.7","15.0","8.6","6.4","1.6","1.6",".","",".",".","",".",".",".",".",".","."
"Junior","","289","3.578","59.9","17.3","12.8","5.2","2.1","2.4","0.3",".","",".",".","",".",".",".",".",".","."
"Senior","","333","3.619","61.0","19.5","9.3","2.4","2.7","1.2","0.6","0.3","",".",".","",".","2.7","0.3",".",".","."
"Undergraduates","","867","3.539","58.2","17.3","11.8","5.0","4.0","1.6","0.8","0.1","",".",".","",".","1.0","0.1",".",".","."
"Special","","76","3.572","59.2","17.1","15.8","2.6","2.6","1.3","1.3",".","",".",".","",".",".",".",".",".","."
"Graduate","","294","3.922","83.0","9.5","1.0","0.7",".",".",".","5.4","",".",".","",".",".",".",".","0.3","."
"Prof Yr 1","","66","3.942","93.9","3.0","3.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","60","3.869","81.7","11.7","6.7",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","71","3.819","71.8","15.5","8.5",".",".",".",".",".","",".",".","",".",".","2.8",".","1.4","."
"Professionals","","197","3.869","82.2","10.2","6.1",".",".",".",".",".","",".",".","",".",".","1.0",".","0.5","."
"","Dept. Total","1434","3.648","66.7","14.7","9.0","3.3","2.6","1.0","0.6","1.2","",".",".","",".","0.6","0.2",".","0.1","."
