"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","10761","3.296","39.2","16.3","18.0","6.5","7.2","1.6","0.7","5.3","0.0","1.4",".","2.6","0.9","0.1","0.2","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","1100","3.280","46.8","17.7","17.5","7.7","7.3","2.0","0.7",".",".","0.1",".",".","0.2",".",".","."
"Sophomore","","1151","3.197","37.8","18.0","21.1","9.0","8.5","2.5","1.0",".",".","1.7",".",".","0.2","0.1","0.1","."
"Junior","","2348","3.187","35.8","17.4","21.8","9.4","10.9","1.8","0.9","0.1",".","1.0",".",".","0.6","0.1","0.0","."
"Senior","","3975","3.301","39.4","18.6","20.9","6.7","7.9","1.7","0.7","0.2",".","1.9",".","0.4","1.4","0.1","0.1","."
"Undergraduates","","8574","3.252","39.1","18.1","20.7","7.9","8.7","1.9","0.8","0.1",".","1.4",".","0.2","0.9","0.1","0.0","."
"Special","","193","3.185","35.8","16.6","16.6","5.7","8.3","2.1","2.1","6.7",".","1.0",".",".","0.5","2.6","2.1","."
"Graduate","","1973","3.717","39.5","8.5","6.2","0.7","0.4","0.2","0.1","27.8","0.2","1.3",".","13.4","1.2","0.1","0.6","."
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","3","3.250","33.3",".","33.3",".",".",".",".",".",".",".",".","33.3",".",".",".","."
"Prof Yr 3","","11","3.824","54.5","18.2",".",".",".",".",".","18.2",".",".",".","9.1",".",".",".","."
"Prof Yr 4","","7","3.679","42.9","14.3","14.3",".",".",".",".","14.3",".","14.3",".",".",".",".",".","."
"Professionals","","22","3.645","45.5","13.6","13.6",".",".",".",".","13.6",".","4.5",".","9.1",".",".",".","."
"","College Total","10762","3.296","39.2","16.3","18.0","6.5","7.2","1.6","0.7","5.3","0.0","1.4",".","2.6","0.9","0.1","0.2","."
