"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","224
007","23","3.761","69.6","13.0","17.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
008","21","3.643","47.6","38.1","9.5","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","224
009","21","3.524","47.6","23.8","19.0","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","224
010","22","3.227","22.7","18.2","50.0",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","204","3.512","45.6","26.5","20.1","2.0","4.4","0.5","0.5","0.5",".",".",".",".",".",".",".","."
"","226
001","20","3.650","50.0","35.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
002","17","3.353","23.5","41.2","23.5","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","226
003","18","3.278","27.8","16.7","38.9","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","226
004","20","3.600","40.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
226","19","3.474","26.3","42.1","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
006","20","3.425","30.0","35.0","25.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
007","17","3.438","29.4","35.3","23.5",".","5.9",".",".","5.9",".",".",".",".",".",".",".","."
"","226
008","20","3.525","35.0","35.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
226","17","3.500","35.3","35.3","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","010
226","19","3.639","57.9","10.5","21.1","5.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"","226
011","19","3.500","36.8","31.6","21.1",".","5.3",".",".","5.3",".",".",".",".",".",".",".","."
"","226
012","20","3.618","35.0","35.0","15.0",".",".",".",".","15.0",".",".",".",".",".",".",".","."
"","013
226","19","3.632","57.9","15.8","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","226
014","17","3.294","23.5","23.5","41.2","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","226
015","19","3.526","47.4","10.5","42.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
016","20","3.575","50.0","20.0","25.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
017","19","3.368","21.1","36.8","36.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","226
018","18","3.694","50.0","38.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
019","20","3.625","40.0","45.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
020","20","3.575","40.0","35.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
021","18","3.361","11.1","50.0","38.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
022","19","3.395","42.1","10.5","36.8","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
023","20","3.425","30.0","45.0","10.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","226
024","19","3.711","47.4","47.4","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
025","19","3.316","42.1","26.3","15.8","5.3","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"","026
226","18","3.444","33.3","33.3","27.8",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","226
027","6","3.000","16.7","33.3","33.3",".",".","16.7",".",".",".",".",".",".",".",".",".","."
"","028
226","9","3.444","22.2","44.4","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","506","3.493","36.8","32.2","24.5","3.6","1.4","0.2","0.2","1.2",".",".",".",".",".",".",".","."
"","311
001","19","3.658","47.4","42.1","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","311
002","21","3.500","19.0","66.7","9.5","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","311
003","20","3.350","20.0","30.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
311","14","3.607","64.3","7.1","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","311
005","20","3.725","55.0","35.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
006","17","3.824","64.7","35.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
007","19","3.158","21.1","10.5","57.9",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"","008
311","16","3.100","25.0","18.8","31.3",".","12.5","6.3",".","6.3",".",".",".",".",".",".",".","."
"","009
311","18","3.417","33.3","38.9","16.7",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","311
010","19","3.605","36.8","47.4","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
011","20","3.725","70.0","25.0",".",".",".","5.0",".",".",".",".",".",".",".",".",".","."
"","311
012","20","3.925","85.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 14, 2013","","","","","","","","","","","","","","","","","","Page 307 of 403",""
