"ANIMAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","",""
"101
Livestock Production","001","","103","3.583","56.3","12.6","25.2","2.9","2.9",".",".",".",".",".",".",".",".",".",".","."
"200
Biol&Apprec-Companion Anmls","001","","133","2.973","25.6","13.5","18.8","18.8","17.3","3.0","0.8","0.8",".",".",".",".","1.5",".",".","."
"220
Grwth,Compos&Eval-Meat Anml","001","","17","3.559","41.2","29.4","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","10","3.905","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"370
Livestck Prod&Hlth-Ag Dvlpm","001","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375
Special Topics","001","","21","3.381","38.1","28.6","9.5","19.0","4.8",".",".",".",".",".",".",".",".",".",".","."
"399
Coord Intrnshp/Cooprtv Educ","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"414
Ruminant Nutrition","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"415
Appl-Monogastrc Nutr Prncpl","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"431
Beef Cattle Production","001","","7","2.857","14.3",".","57.1",".","28.6",".",".",".",".",".",".",".",".",".",".","."
"434
Reproductive Physiology","001","","75","3.367","21.3","44.0","24.0","8.0","2.7",".",".",".",".",".",".",".",".",".",".","."
"435
Animal Sciences Proseminar","001","","24","3.958","95.8",".","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"515
Commercial Meat Processing","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681
Senior Honor Thesis","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","24","3.981","91.7","4.2",".",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"725
Muscle Biology","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799
Practicum-Animal Sci Tchng","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"875
Special Topics","001","","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"951
Seminar in Animal Breeding","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"954
Endocrinlgy-Reprodctve Phys","001","","22","4.000","95.5",".",".",".",".",".",".",".",".",".",".",".","4.5",".",".","."
"990","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"February 14, 2013","","","","","","","","","","","","","","","","","","","","Page 34 of 403"
