"","990
016","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
022","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","990
025","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","16","",".",".",".",".",".",".","",".","50.0",".",".",".","50.0",".",".",".","."
"N E
684","Dept. Total","410","3.315","26.6","16.6","24.4","5.9","4.4","1.0","",".","12.0",".",".",".","7.3","2.0",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","5","3.700","60.0","20.0","20.0",".",".",".","",".",".",".",".",".",".",".",".",".","."
"Junior","","40","3.213","37.5","12.5","20.0","15.0","15.0",".","",".",".",".",".",".",".",".",".",".","."
"Senior","","127","3.104","20.5","15.7","41.7","7.9","6.3","2.4","",".",".",".",".",".",".","5.5",".",".","."
"Undergraduates","","172","3.152","25.6","15.1","36.0","9.3","8.1","1.7","",".",".",".",".",".",".","4.1",".",".","."
"Special","","10","2.796","20.0","10.0","40.0",".","20.0","10.0","",".",".",".",".",".",".",".",".",".","."
"Graduate","","229","3.522","27.9","17.9","14.8","3.5","0.9",".","",".","21.4",".",".",".","13.1","0.4",".",".","."
"","Dept. Total","411","3.315","26.8","16.5","24.3","5.8","4.4","1.0","",".","11.9",".",".",".","7.3","1.9",".",".","."
