"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","2921","3.548","53.2","19.1","14.0","6.0","3.1","0.6","0.3","1.1","",".","1.5",".","0.6","0.4",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","57","2.579","7.0","7.0","31.6","21.1","24.6","8.8",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","41","2.585","7.3","17.1","24.4","12.2","29.3","7.3","2.4",".","",".",".",".",".",".",".",".","."
"Junior","","129","3.399","47.3","20.9","14.7","7.0","7.0","1.6","1.6",".","",".",".",".",".",".",".",".","."
"Senior","","143","3.470","47.6","18.9","21.7","9.1","2.1","0.7",".",".","",".",".",".",".",".",".",".","."
"Undergraduates","","370","3.260","36.8","17.6","21.1","10.5","10.3","3.0","0.8",".","",".",".",".",".",".",".",".","."
"Special","","15","3.800","60.0","6.7","13.3",".",".",".",".","6.7","",".",".",".",".","13.3",".",".","."
"Graduate","","199","3.821","45.2","3.5","1.5","1.0","0.5",".",".","16.1","",".","22.1",".","9.0","1.0",".",".","."
"Prof Yr 1","","571","3.508","51.7","27.3","11.9","6.5","2.1","0.4","0.2",".","",".",".",".",".",".",".",".","."
"Prof Yr 2","","673","3.419","51.6","19.2","18.4","6.4","3.3","0.7",".",".","",".",".",".","0.4",".",".",".","."
"Prof Yr 3","","980","3.516","49.5","16.8","13.0","5.4","1.5",".","0.5",".","",".",".",".","13.3",".",".",".","."
"Prof Yr 4","","246","3.863","77.6","14.2","3.3","0.8","0.8",".",".",".","",".",".",".",".","3.3",".",".","."
"Professionals","","2470","3.576","53.4","19.6","13.2","5.5","2.1","0.3","0.2",".","",".",".",".","5.4","0.3",".",".","."
"","College Total","3054","3.548","50.9","18.3","13.4","5.8","2.9","0.6","0.3","1.1","",".","1.4",".","4.9","0.4",".",".","."
