"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","45","2.844","17.8","13.3","28.9","13.3","20.0","6.7",".",".",".",".",".",".",".",".",".","."
"","100
002","46","2.946","17.4","17.4","37.0","6.5","15.2","6.5",".",".",".",".",".",".",".",".",".","."
"","003
100","44","2.864","18.2","13.6","29.5","13.6","18.2","6.8",".",".",".",".",".",".",".",".",".","."
"","004
100","46","3.100","28.3","17.4","28.3","6.5","10.9","6.5",".","2.2",".",".",".",".",".",".",".","."
"","005
100","47","2.883","19.1","17.0","36.2","2.1","17.0","4.3","4.3",".",".",".",".",".",".",".",".","."
"","006
100","44","3.045","27.3","11.4","29.5","11.4","18.2","2.3",".",".",".",".",".",".",".",".",".","."
"","007
100","44","2.864","27.3","6.8","27.3","11.4","15.9","11.4",".",".",".",".",".",".",".",".",".","."
"","100
008","50","2.680","16.0","10.0","34.0","6.0","18.0","16.0",".",".",".",".",".",".",".",".",".","."
"","100
009","47","2.926","29.8","6.4","27.7","8.5","19.1","8.5",".",".",".",".",".",".",".",".",".","."
"","010
100","42","3.000","26.2","9.5","35.7","9.5","11.9","7.1",".",".",".",".",".",".",".",".",".","."
"","011
100","31","2.597","9.7","12.9","35.5","9.7","16.1","12.9","3.2",".",".",".",".",".",".",".",".","."
"","100
012","49","3.133","34.7","14.3","22.4","4.1","22.4","2.0",".",".",".",".",".",".",".",".",".","."
"","013
100","41","2.683","12.2","7.3","39.0","12.2","17.1","12.2",".",".",".",".",".",".",".",".",".","."
"","014
100","43","3.116","32.6","11.6","25.6","11.6","16.3","2.3",".",".",".",".",".",".",".",".",".","."
"","100
015","44","3.267","34.1","15.9","36.4",".","6.8","4.5",".","2.3",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","663","2.936","23.7","12.4","31.4","8.3","16.3","7.2","0.5","0.3",".",".",".",".",".",".",".","."
"","211
001","50","3.041","18.0","18.0","46.0","2.0","10.0",".","4.0","2.0",".",".",".",".",".",".",".","."
"","211
002","51","2.863","13.7","9.8","39.2","13.7","21.6","2.0",".",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","101","2.950","15.8","13.9","42.6","7.9","15.8","1.0","2.0","1.0",".",".",".",".",".",".",".","."
"Accounting Principles","300
001","194","3.181","27.8","25.3","25.3","8.8","8.8","1.5","2.1",".",".",".",".",".","0.5",".",".","."
"","301
001","27","3.148","25.9","3.7","48.1","18.5","3.7",".",".",".",".",".",".",".",".",".",".","."
"","002
301","45","3.333","42.2","15.6","28.9","2.2","6.7","4.4",".",".",".",".",".",".",".",".",".","."
"","301
003","52","3.115","28.8","25.0","13.5","17.3","11.5","1.9","1.9",".",".",".",".",".",".",".",".","."
"","004
301","52","3.337","42.3","17.3","21.2","7.7","9.6","1.9",".",".",".",".",".",".",".",".",".","."
"","301
005","45","3.044","20.0","22.2","33.3","4.4","15.6","4.4",".",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","221","3.201","32.6","18.1","26.7","9.5","10.0","2.7","0.5",".",".",".",".",".",".",".",".","."
"Financial Reporting II","002
302","60","3.117","28.3","10.0","35.0","13.3","11.7","1.7",".",".",".",".",".",".",".",".",".","."
"","310
001","37","3.351","37.8","8.1","45.9","2.7","5.4",".",".",".",".",".",".",".",".",".",".","."
"","310
002","47","3.362","34.0","12.8","48.9",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","84","3.357","35.7","10.7","47.6","1.2","4.8",".",".",".",".",".",".",".",".",".",".","."
"","340
001","31","3.323","25.8","32.3","29.0","6.5","6.5",".",".",".",".",".",".",".",".",".",".","."
"","340
002","46","3.344","21.7","39.1","23.9","10.9","2.2",".",".",".",".",".",".",".","2.2",".",".","."
"","003
340","45","3.433","22.2","44.4","31.1","2.2",".",".",".",".",".",".",".",".",".",".",".","."
"","340
004","46","3.543","34.8","39.1","26.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Accounting Systems","Course Total","168","3.419","26.2","39.3","27.4","4.8","1.8",".",".",".",".",".",".",".","0.6",".",".","."
"Reading & Rsch-Accounting","399
103","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","406
001","28","3.036","14.3","14.3","42.9","21.4","7.1",".",".",".",".",".",".",".",".",".",".","."
"","406
002","10","2.950","10.0","10.0","50.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Advanced Financial Reporting","Course Total","38","3.013","13.2","13.2","44.7","21.1","7.9",".",".",".",".",".",".",".",".",".",".","."
"","603
001","41","3.524","36.6","31.7","31.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","603
002","56","3.527","35.7","33.9","30.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Statement Analysis","Course Total","97","3.526","36.1","33.0","30.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
001","37","3.149","27.0","18.9","32.4","5.4","13.5","2.7",".",".",".",".",".",".",".",".",".","."
"","002
620","42","3.333","33.3","21.4","33.3","2.4","9.5",".",".",".",".",".",".",".",".",".",".","."
