"","","Grades","GPA","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","",""
"","990
095","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","64","",".",".",".",".",".",".",".","90.6",".",".",".","7.8",".",".","1.6","."
"MICROBIO
192","Dept. Total","1394","3.064","32.5","13.5","24.5","8.5","12.4","2.4","1.1","4.4",".",".",".","0.5","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","2.900",".","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","103","2.963","29.1","12.6","25.2","11.7","16.5","3.9","1.0",".",".",".",".",".",".",".",".","."
"Junior","","414","2.912","29.5","12.3","25.1","11.8","16.9","3.1","1.2",".",".",".",".",".",".",".",".","."
"Senior","","636","3.085","30.3","16.5","28.6","7.9","12.4","2.2","1.3",".",".",".",".","0.3","0.3",".","0.2","."
"Undergraduates","","1155","3.011","29.9","14.7","27.0","9.7","14.4","2.7","1.2",".",".",".",".","0.2","0.2",".","0.1","."
"Special","","39","3.116","46.2","10.3","15.4","10.3","12.8","2.6","2.6",".",".",".",".",".",".",".",".","."
"Graduate","","198","3.577","44.9","7.1","11.6","1.5","1.0","0.5",".","30.3",".",".",".","2.5",".",".","0.5","."
"Prof Yr 3","","2","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Professionals","","2","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"","Dept. Total","1394","3.064","32.5","13.5","24.5","8.5","12.4","2.4","1.1","4.4",".",".",".","0.5","0.1",".","0.1","."
