"","990
086","","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
089","","3","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
091","","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","35","",".",".",".",".","",".","",".","",".","74.3",".",".",".","25.7",".",".",".","."
"M&ENVTOX
362","Dept. Total","","82","3.675","4.9","4.9","1.2","1.2","",".","",".","",".","75.6",".",".",".","11.0","1.2",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","3","3.714","33.3","66.7",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","3","3.714","33.3","66.7",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Special","","","2","3.000",".","50.0",".","50.0","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Graduate","","","77","3.773","3.9","1.3","1.3",".","",".","",".","",".","80.5",".",".",".","11.7","1.3",".",".","."
"","Dept. Total","","82","3.675","4.9","4.9","1.2","1.2","",".","",".","",".","75.6",".",".",".","11.0","1.2",".",".","."
