"L&S","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
944","Dept. Total","231","3.692","57.6","25.5","11.3","1.3","0.9","",".","0.4","1.7","",".",".","",".","0.9","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","3.833","66.7","33.3",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","4","2.929","25.0",".","25.0","25.0","25.0","",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","14","3.468","50.0","35.7","7.1",".",".","",".","7.1",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","21","3.425","47.6","28.6","9.5","4.8","4.8","",".","4.8",".","",".",".","",".",".",".",".",".","."
"Special","","5","3.917","80.0","20.0",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","202","3.719","58.4","24.8","11.9","1.0","0.5","",".",".","2.0","",".",".","",".","1.0","0.5",".",".","."
"Prof Yr 2","","1","3.500",".","100.0",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","2","3.750","50.0","50.0",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","3","3.667","33.3","66.7",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","231","3.692","57.6","25.5","11.3","1.3","0.9","",".","0.4","1.7","",".",".","",".","0.9","0.4",".",".","."
