"","991
012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
013","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indiv Research-Slavic Lit","Course Total","12","",".",".",".",".",".",".",".","75.0",".",".",".","25.0",".",".",".","."
"SLAVIC
888","Dept. Total","345","3.603","58.6","17.7","8.4","4.3","0.3","1.2","0.9","5.2",".",".",".","0.9","1.7","0.6","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","",""
"Freshmen","","50","3.520","56.0","20.0","14.0","8.0",".","2.0",".",".",".",".",".",".",".",".",".","."
"Sophomore","","59","3.518","54.2","27.1","8.5","5.1",".","1.7","1.7","1.7",".",".",".",".",".",".",".","."
"Junior","","58","3.538","53.4","25.9","13.8","3.4",".","1.7","1.7",".",".",".",".",".",".",".",".","."
"Senior","","95","3.687","64.2","17.9","6.3","4.2","1.1","1.1",".","2.1",".",".",".",".","3.2",".",".","."
"Undergraduates","","262","3.578","58.0","22.1","9.9","5.0","0.4","1.5","0.8","1.1",".",".",".",".","1.1",".",".","."
"Special","","13","3.052","30.8","7.7","7.7","7.7",".",".","7.7","15.4",".",".",".",".",".","15.4","7.7","."
"Graduate","","69","3.911","66.7","2.9","2.9",".",".",".",".","18.8",".",".",".","4.3","4.3",".",".","."
"Prof Yr 2","","1","2.500",".",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","2.500",".",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","345","3.603","58.6","17.7","8.4","4.3","0.3","1.2","0.9","5.2",".",".",".","0.9","1.7","0.6","0.3","."
