"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","95361","3.247","35.7","20.0","20.0","8.0","7.4","2.0","1.1","2.4","0.0","1.7","0.1","0.7","0.6","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","17907","3.164","29.9","21.3","22.0","9.7","9.3","2.3","1.0","0.0",".","4.1","0.1",".","0.2","0.0","0.0","0.1"
"Sophomore","","20484","3.163","31.7","20.7","23.2","9.5","9.3","2.5","1.3","0.1","0.0","1.3","0.0",".","0.3","0.0","0.0","0.0"
"Junior","","21249","3.184","33.3","20.6","22.4","9.6","8.7","2.5","1.4","0.1","0.0","0.7","0.0","0.0","0.5","0.1","0.1","0.1"
"Senior","","23297","3.289","38.5","21.4","19.9","7.6","6.7","2.1","1.2","0.6","0.0","0.6","0.1","0.6","0.6","0.1","0.1","0.0"
"Undergraduates","","82937","3.202","33.6","21.0","21.8","9.0","8.4","2.3","1.2","0.2","0.0","1.5","0.0","0.2","0.4","0.1","0.1","0.0"
"Special","","1685","3.408","30.3","11.1","11.6","3.4","3.1","0.8","1.0","26.8",".","3.6","0.3","0.1","1.1","2.4","4.0","."
"Graduate","","10706","3.772","53.2","13.6","6.6","0.8","0.5","0.0","0.1","15.7","0.1","2.7","0.0","4.6","1.6","0.0","0.5","0.0"
"Prof Yr 1","","73","3.883","89.0","6.8","4.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","77","3.812","75.3","13.0","6.5","1.3",".",".",".","1.3",".",".",".",".","1.3",".","1.3","."
"Prof Yr 3","","114","3.749","66.7","14.9","10.5","0.9","0.9",".",".","1.8",".","0.9",".",".","1.8",".","1.8","."
"Prof Yr 4","","34","3.837","35.3","8.8","2.9",".",".",".",".","14.7",".","38.2",".",".",".",".",".","."
"Professionals","","298","3.801","70.8","11.7","7.0","0.7","0.3",".",".","2.7",".","4.7",".",".","1.0",".","1.0","."
"","College Total","95626","3.247","35.9","20.0","19.9","8.0","7.4","2.0","1.1","2.4","0.0","1.7","0.1","0.7","0.6","0.1","0.2","0.0"
