"","990
078","1","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
079","1","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
081","1","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","48","",".",".",".",".",".","",".","",".","83.3",".",".",".","16.7","",".",".",".","."
"PATH-BIO
703","Dept. Total","767","3.610","45.8","17.2","15.9","2.3","0.8","",".","",".","16.4",".",".",".","1.2","",".",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","3.333","60.0",".","40.0",".",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","21","3.316","52.4","4.8","19.0","14.3","9.5","",".","",".",".",".",".",".",".","",".",".",".","."
"Junior","","18","3.688","72.2",".","27.8",".",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Senior","","20","3.861","85.0","5.0","10.0",".",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Undergraduates","","64","3.598","68.8","3.1","20.3","4.7","3.1","",".","",".",".",".",".",".",".","",".",".",".","."
"Special","","13","3.250","7.7",".",".","7.7",".","",".","",".","76.9",".",".",".","7.7","",".",".",".","."
"Graduate","","66","3.611","16.7","4.5","4.5","1.5",".","",".","",".","59.1",".",".",".","10.6","",".",".","3.0","."
"Prof Yr 2","","561","3.607","49.2","22.6","18.9","2.3","0.7","",".","",".","6.1",".",".",".","0.2","",".",".",".","."
"Prof Yr 3","","1","",".",".",".",".",".","",".","",".","100.0",".",".",".",".","",".",".",".","."
"Prof Yr 4","","62","4.000","30.6",".",".",".",".","",".","",".","67.7",".",".",".",".","",".",".","1.6","."
"Professionals","","624","3.613","47.3","20.4","17.0","2.1","0.6","",".","",".","12.3",".",".",".","0.2","",".",".","0.2","."
"","Dept. Total","767","3.610","45.8","17.2","15.9","2.3","0.8","",".","",".","16.4",".",".",".","1.2","",".",".","0.4","."
