"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"739
Distributed Systems","001","","24","3.792","70.8","25.0",".",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"750
Real-time Computing Systems","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"758
Adv Topics-Comptr Architecture","001","","10","3.600","40.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"760
Machine Learning","001","","45","3.600","46.7","26.7","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"764
Topics-Database Mgt Systems","001","","13","3.792","53.8","38.5",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"766
Computer Vision","001","","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"770
Human-Computer Interaction","001","","20","3.816","60.0","35.0",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"784
Data Models and Languages","001","","30","3.600","46.7","26.7","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"799","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","024","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","029","","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","030","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","033","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","038","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","082","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","099","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","101","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","120","","2","***","","","","","","","","","",".",".",".",".",".",".","."
