"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","203
020","24","3.542","33.3","41.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
021","22","3.295","22.7","36.4","27.3","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","203
022","23","3.565","39.1","34.8","26.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","023
203","22","3.273","27.3","13.6","50.0","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","203
024","23","3.304","26.1","21.7","43.5","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
025","24","3.208","16.7","33.3","33.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","203
026","20","3.368","20.0","35.0","35.0","5.0",".",".",".","5.0",".",".",".",".",".",".",".","."
"","027
203","21","3.286","33.3","23.8","19.0","14.3","9.5",".",".",".",".",".",".",".",".",".",".","."
"","203
028","20","3.225","20.0","25.0","45.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","640","3.368","30.8","28.0","31.7","3.8","3.8","0.6","0.5","0.5",".",".",".",".","0.2","0.2",".","0.2"
"","204
001","24","3.729","66.7","16.7","12.5","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","204
002","23","3.304","26.1","34.8","26.1",".","13.0",".",".",".",".",".",".",".",".",".",".","."
"","204
003","23","3.545","34.8","34.8","26.1",".",".",".",".",".",".",".",".",".","4.3",".",".","."
"","204
004","23","3.261","34.8","21.7","30.4","4.3","4.3",".","4.3",".",".",".",".",".",".",".",".","."
"","204
005","20","3.650","55.0","20.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
204","24","3.396","29.2","45.8","20.8",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"","204
007","24","3.208","37.5","20.8","20.8","4.2","12.5",".","4.2",".",".",".",".",".",".",".",".","."
"","204
008","22","3.455","36.4","31.8","22.7","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","204
009","20","3.575","55.0","20.0","15.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","204
010","23","3.304","26.1","26.1","39.1",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"","204
011","23","3.174","13.0","39.1","30.4","4.3","13.0",".",".",".",".",".",".",".",".",".",".","."
"","204
012","23","3.261","34.8","30.4","17.4","4.3","4.3","8.7",".",".",".",".",".",".",".",".",".","."
"","204
013","23","3.500","34.8","34.8","26.1","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","014
204","24","3.208","4.2","45.8","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","204
015","24","3.542","50.0","20.8","20.8","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","016
204","19","2.816","15.8","10.5","36.8","5.3","26.3","5.3",".",".",".",".",".",".",".",".",".","."
"","204
017","21","3.214","28.6","23.8","23.8","9.5","14.3",".",".",".",".",".",".",".",".",".",".","."
"","204
018","23","3.413","26.1","34.8","34.8","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","204
019","22","2.955","9.1","13.6","50.0","13.6","13.6",".",".",".",".",".",".",".",".",".",".","."
"","204
020","21","3.750","71.4","4.8","14.3","4.8",".",".",".","4.8",".",".",".",".",".",".",".","."
"","204
021","20","3.300","25.0","35.0","25.0","5.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","204
022","13","2.808",".","23.1","46.2",".","30.8",".",".",".",".",".",".",".",".",".",".","."
"","204
023","21","2.825","9.5","14.3","42.9",".","23.8","4.8",".",".",".",".",".",".","4.8",".",".","."
"Fourth Semester Spanish","Course Total","503","3.325","32.0","26.6","27.6","4.2","7.6","0.8","0.6","0.2",".",".",".",".","0.4",".",".","."
"Spanish for Spanish Speaker","206
001","6","3.417","50.0",".","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","223
001","170","3.799","77.1","10.0","10.0","0.6","1.2","0.6",".","0.6",".",".",".",".",".",".",".","."
"","002
223","23","3.738","65.2","21.7",".",".",".","4.3",".","4.3",".",".",".",".","4.3",".",".","."
"","223
003","18","3.472","27.8","38.9","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","211","3.764","71.6","13.7","10.9","0.5","0.9","0.9",".","0.9",".",".",".",".","0.5",".",".","."
"","001
224","22","3.455","40.9","27.3","22.7",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","224
002","23","3.457","30.4","43.5","17.4","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","003
224","23","3.674","65.2","21.7","4.3",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"","224
004","17","3.147","17.6","35.3","29.4","5.9","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"","005
224","22","3.773","68.2","18.2","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
006","10","3.167","30.0","30.0","20.0",".",".",".","10.0","10.0",".",".",".",".",".",".",".","."
