"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","","17","4.000","82.4",".",".",".",".",".",".",".",".",".",".",".","17.6",".",".","."
"Signals, Information & Comp","203
001","","63","2.897","22.2","15.9","27.0","14.3","7.9","12.7",".",".",".",".",".",".",".",".",".","."
"Intro Electrical Engr","210
001","","94","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Analytical Methods for EM Engr","219
001","","31","3.694","64.5","12.9","19.4","3.2",".",".",".",".",".",".",".",".",".",".",".","."
"Electrodynamics I","220
001","","74","2.520","12.2","13.5","18.9","14.9","27.0","8.1","5.4",".",".",".",".",".",".",".",".","."
"Circuit Analysis","230
001","","79","2.929","22.8","20.3","22.8","13.9","7.6","8.9","2.5",".",".",".",".",".",".","1.3",".","."
"Intro-Solid State Electronics","235
001","","53","3.264","30.2","18.9","32.1","11.3","7.5",".",".",".",".",".",".",".",".",".",".","."
"","002
252","","61","3.279","31.1","29.5","19.7","9.8","6.6","3.3",".",".",".",".",".",".",".",".",".","."
"","252
003","","17","2.941","23.5","23.5","11.8","23.5","5.9","11.8",".",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","","78","3.205","29.5","28.2","17.9","12.8","6.4","5.1",".",".",".",".",".",".",".",".",".","."
"","001
270","","30","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
270","","35","3.671","82.9","5.7","2.9","2.9",".",".","5.7",".",".",".",".",".",".",".",".","."
"Circuits Laboratory I","Course Total","","65","3.808","87.7","6.2","1.5","1.5",".",".","3.1",".",".",".",".",".",".",".",".","."
"","271
001","","30","3.800","86.7","6.7","3.3",".",".",".","3.3",".",".",".",".",".",".",".",".","."
"","271
002","","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Circuits Laboratory II","Course Total","","51","3.863","88.2","7.8","2.0",".",".",".","2.0",".",".",".",".",".",".",".",".","."
"","305
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Semiconductr Properties Lab","Course Total","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Linear Active Circuits Lab","306
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Nonlinear Elec Circuits Lab","308
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","313
001","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
313","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
003","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Optoelectronics Lab","Course Total","","25","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
002","","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Microprocessor Lab","Course Total","","25","3.920","84.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electrodynamics II","320
001","","40","3.638","50.0","30.0","17.5","2.5",".",".",".",".",".",".",".",".",".",".",".","."
"Transmission Lines-Digitl Appl","321
001","","16","3.031","18.8","18.8","25.0","25.0","12.5",".",".",".",".",".",".",".",".",".",".","."
"Signals and Systems","330
001","","92","3.071","19.6","19.6","37.0","9.8","12.0","1.1","1.1",".",".",".",".",".",".",".",".","."
"Intro-Random Sig Anal&Stats","331
001","","28","2.875","21.4","14.3","17.9","25.0","14.3","7.1",".",".",".",".",".",".",".",".",".","."
"Feedback Control Systems","332
001","","34","3.368","35.3","20.6","38.2",".","2.9","2.9",".",".",".",".",".",".",".",".",".","."
"Electronic Circuits I","340
001","","73","3.188","42.5","12.3","23.3","5.5","8.2","1.4","5.5",".",".",".",".",".",".",".",".","1.4"
"Electronic Circuits II","342
001","","39","3.615","61.5",".","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","352
001","","36","3.333","44.4","2.8","36.1","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","002
352","","51","3.314","37.3","19.6","23.5","11.8","5.9","2.0",".",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","","87","3.322","40.2","12.6","28.7","10.3","6.9","1.1",".",".",".",".",".",".",".",".",".","."
"Intro to Microprocessor Sys","001
353","","44","3.284","25.0","38.6","22.7","9.1",".","2.3","2.3",".",".",".",".",".",".",".",".","."
"","354
001","","18","3.111","38.9","11.1","22.2","11.1","11.1",".","5.6",".",".",".",".",".",".",".",".","."
"","354
002","","13","3.000","30.8","15.4","15.4",".","38.5",".",".",".",".",".",".",".",".",".",".","."
"","354
003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
