"NUTRITIONAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"132","001","","396","2.981","13.4","26.8","27.8","15.9","12.1","3.5","0.5",".",".",".",".",".",".",".",".","."
"132","002","","448","2.899","12.7","23.4","26.6","16.7","15.2","4.5","0.7","0.2",".",".",".",".",".",".",".","."
"132","003","","144","2.889","13.2","20.8","25.7","13.2","20.8","3.5",".","0.7",".",".",".",".","0.7","1.4",".","."
"Nutrition Today","Course Total","","988","2.931","13.1","24.4","26.9","15.9","14.8","3.9","0.5","0.2",".",".",".",".","0.1","0.2",".","."
"200
Prof-Dietetics & Nutrition","001","","72","",".",".",".",".",".",".",".",".",".","98.6",".",".",".",".",".","."
"203
Introduction to Global Health","001","","281","3.585","49.8","27.0","18.9","1.1","2.1","1.1",".",".",".",".",".",".",".",".",".","."
"299","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","5","***","","","","","","","","","","","","","","","",""
"332
Human Nutritional Needs","001","","104","3.139","25.0","17.3","30.8","18.3","7.7",".","1.0",".",".",".",".",".",".",".",".","."
"375","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","002","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"499
Capstone in Nutrition","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"500
Undergrad Capstone Seminar Lab","001","","29","3.914","86.2","10.3","3.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"510
Biochm Prin-Human&Anml Nutr","001","","49","3.370","40.8","12.2","28.6",".","12.2",".",".",".",".",".",".",".","6.1",".",".","."
"520
Applications-Clin Nutrition","001","","17","3.412","17.6","58.8","11.8","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"600
Intro Seminar in Nutrition","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"623
Adv Nutrition: Minerals","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"631
Clinical Nutrition","001","","55","3.139","20.0","34.5","21.8",".","20.0","1.8",".","1.8",".",".",".",".",".",".",".","."
"691","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis-Nutrition","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","11","3.955","81.8","9.1",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"875
Special Topics","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"901
Smr-Nutr&Metabolism (Adv)","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"931
Seminar-Nutrition","001","","18","4.000","11.1",".",".",".",".",".",".","88.9",".",".",".",".",".",".",".","."
"991","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","008","","6","",".",".",".",".",".",".",".","83.3",".",".",".","16.7",".",".",".","."
"991","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","016","","5","***","","","","","","","","","",".",".",".",".",".",".","."
