"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"675","002","","19","3.737","78.9",".","15.8",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"675","004","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","005","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","006","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","007","","10","3.600","20.0","80.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"675","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"General Seminar","Course Total","","78","3.842","84.6","10.3","3.8",".","1.3",".",".",".",".",".",".",".",".",".",".","."
"690","075","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"690","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Field Work","Course Total","","5","***","","","","","","","","","","","","","","","",""
"692
School Practicum in Com Dis","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","052","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","075","","6","3.889","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","080","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","098","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","156","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","25","3.867","80.0","12.0","4.0",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"704
Curriculum Planning","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715
Design of Rsch in Curric","001","","15","3.633","46.7","33.3","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"716
Reform&Change-Curric&Instr","001","","12","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"719
Intro to Qualitative Research","001","","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"744
Perspectvs-Multicultrl Educ","001","","22","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"746
Adult Learner:Implictn for C&I","001","","13","3.750","61.5","15.4","15.4",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"765
Globalization and Teaching","001","","12","4.000","58.3",".",".",".",".",".",".",".",".",".",".",".","41.7",".",".","."
"788
Qual Rsch Mthds-Educ: Field I","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"805
Guidng&Directg-Sch Rdg Prog","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"812
Curricular Issues-Math Ed","001","","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"840
Fld-School Reading Programs","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"942
Smr-Rsch on Math Education","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"946
Past Perspectives-Music Educ","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"951
Seminar in Art Education","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"960
Seminar-Science Education","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"February 14, 2013","","","","","","","","","","","","","","","","","","","","Page 83 of 403"
