"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"MATHEMATICS","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","","","",""
"Complex Analysis","623","001","","11","3.455","45.5","18.2","27.3",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Intro-Stochastic Processes","632","001","","29","2.897","34.5","10.3","17.2","10.3","13.8","10.3","3.4",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Methods of Applied Math 1","703","001","","14","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mathematical Fluid Dynamics","705","001","","9","3.611","55.6","11.1","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mathematical Statistics","709","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Methods of Computatnl Math I","714","001","","22","3.762","63.6","18.2","13.6",".",".",".",".",".",".",".",".",".",".",".","4.5","."
"Ordinary Differntl Equatns","716","001","","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Crse in Real Analysis","721","001","","25","3.500","32.0","40.0","20.0",".","4.0",".",".","4.0",".",".",".",".",".",".",".","."
"Nonlinear Optimization I","726","001","","8","3.357","37.5","12.5","25.0",".","12.5",".",".",".",".",".",".",".",".",".","12.5","."
"Stochastic Analysis","735","001","","22","3.841","81.8","4.5","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Abstract Algebra","741","001","","25","3.480","44.0","24.0","20.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"Lie Algebras","747","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Algebraic Number Theory","748","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introductory Topology I","751","001","","21","3.474","42.9",".","47.6",".",".",".",".","4.8",".",".",".",".","4.8",".",".","."
"Differentiable Manifolds","761","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Algebraic Geometry","763","001","","12","3.667","66.7","8.3","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Mathematics","770","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computability Theory","773","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Partial Differential Equatn","819","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics-Complex Analysis","823","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fourier Analysis","827","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Theory of Probability","831","001","","11","3.500","54.5","9.1","27.3",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Topics in Probability","833","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Algebra","847","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Algebraic Topology","853","001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Topics in Foundations","873","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Analysis","921","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","941","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","941","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","941","005","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Algebra","","Course Total","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamental Math Skills","95","001","","8","2.063","12.5","12.5","25.0",".",".","37.5","12.5",".",".",".",".",".",".",".",".","."
"Seminar in Topology","951","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
