"","990
019","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
020","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
035","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
036","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research","Course Total","23","",".",".",".",".",".",".",".","87.0",".",".",".","13.0",".",".",".","."
"FRENCH
400","Dept. Total","1174","3.441","38.8","31.6","15.8","6.0","1.9","1.1","0.8","3.2",".",".",".","0.3","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","289","3.377","25.3","43.9","20.4","5.9","1.4","0.7","1.4","0.7",".",".",".",".","0.3",".",".","."
"Sophomore","","242","3.380","33.9","34.3","16.5","7.9","2.9","2.1","0.4","1.2",".",".",".",".","0.8",".",".","."
"Junior","","195","3.457","43.1","26.2","19.5","7.2","1.5",".","0.5","1.0",".",".",".",".","1.0",".",".","."
"Senior","","259","3.403","41.7","28.6","13.5","7.7","3.1","1.5","1.2","2.3",".",".",".","0.4",".",".",".","."
"Undergraduates","","985","3.399","35.2","34.0","17.5","7.1","2.2","1.1","0.9","1.3",".",".",".","0.1","0.5",".",".","."
"Special","","29","3.446","34.5","44.8","3.4","3.4",".","6.9",".","6.9",".",".",".",".",".",".",".","."
"Graduate","","156","3.826","62.8","14.1","6.4",".",".",".",".","14.1",".",".",".","1.9","0.6",".",".","."
"Prof Yr 2","","2","3.250",".","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","2","3.500","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","4","3.393","25.0","25.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1174","3.441","38.8","31.6","15.8","6.0","1.9","1.1","0.8","3.2",".",".",".","0.3","0.5",".",".","."
