"","699
001","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
003","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
004","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"E A STDS
298","Dept. Total","115","3.725","72.2","7.8","9.6","4.3","1.7","",".","0.9","1.7","",".","0.9","",".","",".","0.9",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","24","3.417","41.7","16.7","29.2","8.3","4.2","",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","27","3.963","96.3",".","3.7",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","28","3.608","71.4","10.7","3.6","7.1","3.6","",".","3.6",".","",".",".","",".","",".",".",".",".","."
"Senior","","32","3.843","75.0","6.3","6.3","3.1",".","",".",".","3.1","",".","3.1","",".","",".","3.1",".",".","."
"Undergraduates","","111","3.717","72.1","8.1","9.9","4.5","1.8","",".","0.9","0.9","",".","0.9","",".","",".","0.9",".",".","."
"Special","","1","",".",".",".",".",".","",".",".","100.0","",".",".","",".","",".",".",".",".","."
"Graduate","","3","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","115","3.725","72.2","7.8","9.6","4.3","1.7","",".","0.9","1.7","",".","0.9","",".","",".","0.9",".",".","."
