"L&S","","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","",""
"HIST SCI
456","Dept. Total","373","3.393","34.6","26.5","23.1","3.2","2.4","1.1","1.6","3.8","",".","1.3","",".","1.1","1.1","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","44","3.182","15.9","31.8","40.9","4.5","4.5",".","2.3",".","",".",".","",".",".",".",".",".","."
"Sophomore","","88","3.324","25.0","29.5","37.5","5.7","1.1",".","1.1",".","",".",".","",".",".",".",".",".","."
"Junior","","63","3.325","33.3","31.7","22.2","1.6","6.3","4.8",".",".","",".",".","",".",".",".",".",".","."
"Senior","","123","3.441","43.9","26.8","17.1","3.3","1.6","0.8","3.3","1.6","",".","0.8","",".",".",".","0.8",".","."
"Undergraduates","","318","3.349","32.7","29.2","27.0","3.8","2.8","1.3","1.9","0.6","",".","0.3","",".",".",".","0.3",".","."
"Special","","5","3.750","20.0","20.0",".",".",".",".",".","60.0","",".",".","",".",".",".",".",".","."
"Graduate","","49","3.917","42.9","10.2",".",".",".",".",".","18.4","",".","12.2","",".","8.2","8.2",".",".","."
"Prof Yr 1","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","375","3.393","34.4","26.4","22.9","3.2","2.4","1.1","1.6","3.7","",".","1.9","",".","1.1","1.1","0.3",".","."
