"","890
002","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","890
005","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Individual Research Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"Seminar-Poetry","910
001","8","4.000","100.0",".",".",".",".","",".",".",".",".","",".",".","",".","",".","",".",".","."
"GREEK
428","Dept. Total","102","3.687","72.5","10.8","4.9","2.9","1.0","",".","2.9","2.9","",".",".","",".","",".","",".",".","2.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.667","66.7","16.7",".","16.7",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","4","3.625","75.0",".",".","25.0",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","20","3.446","65.0","15.0","10.0",".",".","",".","10.0",".","",".",".","",".","",".","",".",".",".","."
"Senior","","26","3.695","76.9","11.5","7.7",".",".","",".","3.8",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","56","3.595","71.4","12.5","7.1","3.6",".","",".","5.4",".","",".",".","",".","",".","",".",".",".","."
"Special","","6","3.143","33.3",".",".","16.7","16.7","",".",".",".","",".",".","",".","",".","",".",".","33.3","."
"Graduate","","40","3.920","80.0","10.0","2.5",".",".","",".",".","7.5","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","102","3.687","72.5","10.8","4.9","2.9","1.0","",".","2.9","2.9","",".",".","",".","",".","",".",".","2.0","."
