"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","94230","3.222","35.6","20.4","20.1","7.6","7.9","2.2","1.5","2.7","0.0","1.3","0.0","0.2","0.1","0.1","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","16984","3.073","28.5","20.1","22.7","9.5","11.1","3.2","1.8","0.0","0.0","2.8","0.1",".","0.0","0.1","0.0","0.0"
"Sophomore","","19995","3.118","30.3","20.8","23.8","9.2","9.9","2.8","1.8","0.1","0.0","1.0","0.0",".","0.0","0.0","0.0","0.1"
"Junior","","21935","3.200","33.9","22.2","22.2","8.5","8.3","2.2","1.7","0.3","0.0","0.4","0.0",".","0.0","0.1","0.0","0.1"
"Senior","","23323","3.285","38.8","21.7","19.7","7.2","7.0","2.1","1.4","1.2","0.0","0.5","0.0","0.0","0.1","0.1","0.0","0.1"
"Undergraduates","","82237","3.175","33.3","21.3","22.0","8.5","8.9","2.5","1.7","0.5","0.0","1.1","0.0","0.0","0.0","0.1","0.0","0.1"
"Special","","1458","3.371","34.0","12.3","10.2","3.9","4.3","0.8","1.6","24.6","0.1","3.2","0.1",".","0.3","1.9","2.6","0.1"
"Graduate","","10576","3.768","54.6","14.1","6.5","0.8","0.4","0.1","0.1","17.6","0.1","3.0",".","2.0","0.4","0.1","0.1","0.0"
"Prof Yr 1","","59","3.936","89.8","6.8","1.7",".",".",".",".","1.7",".",".",".",".",".",".",".","."
"Prof Yr 2","","77","3.759","68.8","19.5","7.8",".","1.3",".",".",".",".","1.3",".",".",".",".",".","1.3"
"Prof Yr 3","","86","3.884","75.6","18.6","2.3",".",".",".",".","2.3",".",".",".",".",".",".","1.2","."
"Prof Yr 4","","40","3.717","40.0","15.0","7.5",".",".",".",".","7.5",".","30.0",".",".",".",".",".","."
"Professionals","","262","3.840","71.4","15.6","4.6",".","0.4",".",".","2.3",".","5.0",".",".",".",".","0.4","0.4"
"","College Total","94533","3.222","35.8","20.3","20.0","7.6","7.9","2.2","1.5","2.8","0.0","1.3","0.0","0.2","0.1","0.1","0.1","0.1"
