"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Hum Sexuality-Soc,Psych Iss","160
001","167","2.871","13.8","23.4","26.3","15.6","15.0","2.4","3.6",".",".",".",".",".",".",".",".","."
"","201
001","24","2.417","4.2","8.3","12.5","33.3","37.5",".","4.2",".",".",".",".",".",".",".",".","."
"","002
201","129","2.711","22.5","13.2","14.0","16.3","20.2","10.1","3.1","0.8",".",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","153","2.664","19.6","12.4","13.7","19.0","22.9","8.5","3.3","0.7",".",".",".",".",".",".",".","."
"","202
001","296","2.727","16.9","15.2","15.2","20.9","23.6","5.7","2.0","0.3",".",".",".",".",".",".",".","."
"","002
202","143","2.458","14.0","9.1","20.3","8.4","32.9","10.5","4.9",".",".",".",".",".",".",".",".","."
"","202
003","325","2.812","17.8","19.4","13.8","23.7","18.5","4.3","2.5",".",".",".",".",".",".",".",".","."
"","202
004","139","2.515","13.7","14.4","10.1","22.3","22.3","12.2","3.6","0.7","0.7",".",".",".",".",".",".","."
"","202
005","323","2.613","13.6","16.1","15.2","16.7","25.4","12.4","0.6",".",".",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","1226","2.664","15.6","15.7","14.8","19.2","23.7","8.4","2.3","0.2","0.1",".",".",".",".",".",".","."
"","210
001","56","2.973","23.2","8.9","32.1","10.7","25.0",".",".",".",".",".",".",".",".",".",".","."
"","210
002","56","2.607","14.3","8.9","32.1","5.4","26.8","8.9","3.6",".",".",".",".",".",".",".",".","."
"","003
210","61","2.533","13.1","11.5","24.6","13.1","21.3","11.5","4.9",".",".",".",".",".",".",".",".","."
"","004
210","52","2.625","17.3","9.6","17.3","19.2","26.9","5.8","3.8",".",".",".",".",".",".",".",".","."
"","210
005","54","2.731","16.7","7.4","27.8","13.0","31.5","1.9","1.9",".",".",".",".",".",".",".",".","."
"Basic Stats for Psychology","Course Total","279","2.692","16.8","9.3","26.9","12.2","26.2","5.7","2.9",".",".",".",".",".",".",".",".","."
"","211
001","19","3.500","26.3","47.4","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","211
002","11","3.409","45.5","18.2","18.2","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"Freshman Seminar in Psychology","Course Total","30","3.467","33.3","36.7","23.3","3.3","3.3",".",".",".",".",".",".",".",".",".",".","."
"","225
001","45","2.633","11.1","11.1","22.2","17.8","31.1","6.7",".",".",".",".",".",".",".",".",".","."
"","002
225","43","2.733","16.3","7.0","25.6","14.0","34.9","2.3",".",".",".",".",".",".",".",".",".","."
"","225
003","48","2.594","12.5","10.4","18.8","29.2","20.8","2.1","6.3",".",".",".",".",".",".",".",".","."
"","225
004","48","2.729","12.5","4.2","31.3","29.2","20.8",".","2.1",".",".",".",".",".",".",".",".","."
"Experimental Psychology","Course Total","184","2.671","13.0","8.2","24.5","22.8","26.6","2.7","2.2",".",".",".",".",".",".",".",".","."
"Honors Basic Stats for Psych","280
001","25","3.380","44.0","8.0","36.0","4.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"Honors Crse-Intro to Psych","281
001","20","3.750","70.0","20.0","5.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","311
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
002","101","3.624","57.4","21.8","16.8",".","3.0",".","1.0",".",".",".",".",".",".",".",".","."
"Issues in Psychology","Course Total","112","3.647","61.6","19.6","15.2",".","2.7",".","0.9",".",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","386
001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
003","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Psych for Honors","Course Total","34","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Service Learning in Psychology","Course Total","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermed Stats for Psychology","410
001","17","3.250","29.4","41.2","5.9","5.9","5.9",".","5.9","5.9",".",".",".",".",".",".",".","."
"","411
001","26","3.442","30.8","26.9","42.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
002","24","3.521","50.0","16.7","20.8","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","411
003","23","3.304","26.1","26.1","34.8","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","411
004","25","3.200","28.0","8.0","44.0","16.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","411
005","15","3.867","86.7",".","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","Page 285 of 410",""
