"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1911","3.776","59.3","19.7","5.1","0.9","0.5","0.2","0.3","3.7","",".","9.9","0.1","",".","0.1",".",".","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","41","3.695","73.2","17.1","2.4",".","2.4","4.9",".",".","",".",".",".","",".",".",".",".","."
"Sophomore","","38","3.974","94.7","5.3",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Junior","","278","3.854","57.2","12.6","2.2","0.4",".","0.4",".","0.4","",".","27.0",".","",".",".",".",".","."
"Senior","","1119","3.758","57.9","23.2","6.3","1.3","0.4","0.1","0.2",".","",".","10.1","0.1","",".",".",".",".","0.3"
"Undergraduates","","1476","3.776","59.1","20.6","5.3","1.1","0.4","0.3","0.1","0.1","",".","12.7","0.1","",".",".",".",".","0.2"
"Special","","8","3.500","25.0","37.5","25.0",".",".",".",".",".","",".",".",".","",".","12.5",".",".","."
"Graduate","","413","3.781","60.3","16.5","4.1","0.2","1.0",".","0.7","16.7","",".","0.5",".","",".",".",".",".","."
"Prof Yr 4","","14","3.838","71.4","14.3","7.1",".",".",".",".","7.1","",".",".",".","",".",".",".",".","."
"Professionals","","14","3.838","71.4","14.3","7.1",".",".",".",".","7.1","",".",".",".","",".",".",".",".","."
"","College Total","1911","3.776","59.3","19.7","5.1","0.9","0.5","0.2","0.3","3.7","",".","9.9","0.1","",".","0.1",".",".","0.2"
