"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","",""
"DANCE PROGRAM","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","",""
"Modern Dance I","11","001","","25","3.792","88.0",".",".",".","4.0","4.0",".","4.0",".",".",".",".",".",".",".","."
"","111","001","","11","3.661","36.4","63.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","111","002","","23","3.905","78.3","8.7","4.3",".",".",".",".","8.7",".",".",".",".",".",".",".","."
"Modern Dance Technique I","","Course Total","","34","3.801","64.7","26.5","2.9",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"Modern Dance Technique II","112","001","","24","3.744","54.2","33.3","4.2","4.2",".",".",".","4.2",".",".",".",".",".",".",".","."
"Ballet Technique I","125","001","","17","3.706","58.8","35.3",".",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Asian American Movement","153","001","","10","3.350","40.0","30.0","20.0",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"Dance Performance Workshop","155","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"World Dance Cultures","165","001","","19","3.605","42.1","36.8","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dance Production Laboratory","171","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"African Dance","177","001","","39","4.000","87.2",".",".",".",".",".",".","12.8",".",".",".",".",".",".",".","."
"Writing Dance Performance","200","001","","29","3.948","93.1","3.4","3.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet I","21","001","","25","3.909","72.0","16.0",".",".",".",".",".","4.0",".",".",".",".",".","4.0",".","4.0"
"Modern Dance Technique III","211","001","","11","3.682","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modern Dance Technique IV","212","001","","20","3.875","90.0",".","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet II","22","001","","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet Technique II","225","001","","15","3.540","40.0","33.3","6.7","13.3",".",".",".","6.7",".",".",".",".",".",".",".","."
"Music Fundamentals-Dancers","241","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Move Comp-Perform/Visul Art","255","001","","11","3.636","81.8",".","9.1",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"Dance Hist I: Renaissance-50's","265","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"African Dance Performance","277","001","","13","3.833","61.5","30.8",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"Modern Jazz Dance","31","001","","19","3.471","26.3","36.8","21.1","5.3",".",".",".","10.5",".",".",".",".",".",".",".","."
"Modern Dance Technique V","311","001","","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modern Jazz Dance II","32","001","","18","3.250","27.8","27.8","38.9",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"Ballet Technique III","325","001","","15","3.741","66.7","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dynamics of Dance Therapy","331","001","","7","3.286","71.4",".","14.3",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"Javanese Performance","353","001","","7","3.357","57.1","14.3","14.3",".",".","14.3",".",".",".",".",".",".",".",".",".","."
"Dance Composition II","355","001","","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399","002","","11","3.250","90.9",".",".",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"","399","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Project","","Course Total","","15","3.400","93.3",".",".",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","41","001","","51","3.793","60.8","23.5","3.9","2.0",".",".",".","9.8",".",".",".",".",".",".",".","."
"","41","002","","34","3.909","82.4","11.8","2.9",".",".",".",".","2.9",".",".",".",".",".",".",".","."
"","41","003","","43","3.838","62.8","30.2",".",".",".",".",".","7.0",".",".",".",".",".",".",".","."
"","41","004","","35","3.891","74.3","14.3","2.9",".",".",".",".","8.6",".",".",".",".",".",".",".","."
"","41","005","","38","3.635","71.1","2.6","13.2",".","10.5",".",".","2.6",".",".",".",".",".",".",".","."
"","41","006","","36","3.939","80.6","11.1",".",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"","41","007","","33","3.848","81.8","12.1",".","6.1",".",".",".",".",".",".",".",".",".",".",".","."
"","41","008","","38","3.887","73.7","2.6","2.6",".","2.6",".",".","18.4",".",".",".",".",".",".",".","."
"Ballroom Dancing","","Course Total","","308","3.837","72.4","14.3","3.2","1.0","1.6",".",".","7.5",".",".",".",".",".",".",".","."
