"L&S","","","","","","","","","","","","","","","","","","","","",""
"RELIGIOUS STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","",""
"RELIG ST
856","Dept. Total","574","3.376","30.1","32.6","18.8","7.5","4.2","0.3","0.9","2.6","",".","1.9","0.2","",".","0.5","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","66","3.317","25.8","40.9","13.6","9.1","9.1","1.5",".",".","",".",".",".","",".",".",".",".","."
"Sophomore","","114","3.402","28.9","39.5","20.2","6.1","4.4",".","0.9",".","",".",".",".","",".",".",".",".","."
"Junior","","157","3.356","33.1","29.9","21.0","8.3","4.5",".","1.3",".","",".",".",".","",".","1.3","0.6",".","."
"Senior","","224","3.385","29.9","29.0","19.2","7.6","2.7","0.4","0.9","4.5","",".","4.9","0.4","",".","0.4",".",".","."
"Undergraduates","","561","3.372","30.1","32.8","19.3","7.7","4.3","0.4","0.9","1.8","",".","2.0","0.2","",".","0.5","0.2",".","."
"Special","","7","3.500",".","14.3",".",".",".",".",".","71.4","",".",".",".","",".",".","14.3",".","."
"Graduate","","6","3.813","66.7","33.3",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"","Dept. Total","574","3.376","30.1","32.6","18.8","7.5","4.2","0.3","0.9","2.6","",".","1.9","0.2","",".","0.5","0.3",".","."
