"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","",""
"990","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","056","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","058","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","060","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","072","","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","076","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","078","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","084","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","085","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","107","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","118","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research in English","Course Total","","104","",".",".",".",".",".",".",".","73.1","1.0",".",".","26.0",".",".",".","."
"999","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","068","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"999","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","14","4.000","7.1",".",".",".",".",".",".","85.7",".",".",".","7.1",".",".",".","."
