"ALS","","","","","","","","","","","","","","","","","","",""
"AGRICULTURAL AND APPLIED E Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","",""
"A A E
Dept. Total
108","510","3.038","22.5","19.0","24.3","10.6","13.1","3.1","1.0","4.5","0.2",".","",".","1.0","0.4",".","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","",""
"Freshmen","90","2.731","12.2","11.1","28.9","17.8","25.6","3.3","1.1",".",".",".","",".",".",".",".",".","."
"Sophomore","77","2.896","18.2","22.1","23.4","9.1","20.8","5.2","1.3",".",".",".","",".",".",".",".",".","."
"Junior","104","2.860","20.2","14.4","28.8","11.5","16.3","5.8","1.9","1.0",".",".","",".",".",".",".",".","."
"Senior","129","3.109","21.7","23.3","31.8","11.6","8.5","2.3","0.8",".",".",".","",".",".",".",".",".","."
"Undergraduates","400","2.920","18.5","18.0","28.8","12.5","16.8","4.0","1.3","0.3",".",".","",".",".",".",".",".","."
"Special","10","3.357","40.0",".",".","30.0",".",".",".","20.0",".",".","",".",".","10.0",".",".","."
"Graduate","98","3.675","37.8","23.5","9.2","1.0",".",".",".","20.4","1.0",".","",".","5.1","1.0",".","1.0","."
"Prof Yr 3","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 4","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","2","3.500",".","100.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Dept. Total","510","3.038","22.5","19.0","24.3","10.6","13.1","3.1","1.0","4.5","0.2",".","",".","1.0","0.4",".","0.2","."
