"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"","105
001","15","3.767","66.7","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
002","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
003","17","3.676","76.5","17.6",".",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"Human Dev; Awareness Proc","Course Total","42","3.750","73.8","16.7","7.1",".",".",".","2.4",".",".",".",".",".",".",".",".","."
"","110
003","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
004","15","3.733","80.0","6.7",".","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"Human Dev:Career Strategies","Course Total","27","3.852","88.9","3.7",".","3.7","3.7",".",".",".",".",".",".",".",".",".",".","."
"","115
001","18","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
002","20","3.600","65.0",".","30.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","115
003","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
005","113","3.774","74.3","17.7","1.8","2.7","2.7","0.9",".",".",".",".",".",".",".",".",".","."
"","115
006","86","3.802","72.1","20.9","3.5","2.3","1.2",".",".",".",".",".",".",".",".",".",".","."
"","115
012","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
014","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
015","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
016","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","018
115","12","3.708","75.0","8.3","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","019
115","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
020","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
021","10","3.444","60.0","20.0",".",".",".",".","10.0",".",".",".",".",".",".",".",".","10.0"
"","115
022","10","3.800","90.0",".",".",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","115
023","10","3.700","70.0","20.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","115
025","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
026","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
027","10","3.200","70.0",".",".",".","10.0","20.0",".",".",".",".",".",".",".",".",".","."
"","115
028","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
030","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
031","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Human Dev: Ed Effectiveness","Course Total","391","3.792","77.7","12.5","4.6","1.3","2.3","0.8","0.3",".",".",".",".",".",".",".",".","0.5"
"","125
001","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
002","10","3.800","80.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
003","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
004","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
005","11","3.591","45.5","27.3","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
006","12","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
007","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
008","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
009","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
010","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
011","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
012","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
013","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
014","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
015","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
016","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
