"","999
067","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
069","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
073","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","14","3.956","64.3","7.1",".",".",".",".",".","28.6",".",".","",".",".",".",".",".","."
"CIV ENGR
240","Dept. Total","1369","3.309","39.3","16.9","18.0","6.6","7.7","1.2","0.5","7.7","0.2",".","",".","1.6","0.1",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","3.000","50.0",".",".",".","50.0",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","41","2.910","26.8","9.8","31.7","7.3","19.5","2.4","2.4",".",".",".","",".",".",".",".",".","."
"Junior","","192","3.141","33.9","15.1","23.4","9.9","15.6","1.6",".",".",".",".","",".",".","0.5",".",".","."
"Senior","","712","3.257","38.9","18.8","22.8","8.4","8.3","1.7","0.8",".",".",".","",".",".","0.1",".",".","0.1"
"Undergraduates","","947","3.219","37.4","17.6","23.2","8.7","10.3","1.7","0.7",".",".",".","",".",".","0.2",".",".","0.1"
"Special","","11","3.423","45.5","27.3","9.1",".","9.1",".",".","9.1",".",".","",".",".",".",".",".","."
"Graduate","","411","3.660","43.6","14.8","6.3","2.2","1.5",".",".","25.5","0.7",".","",".","5.4",".",".",".","."
"","Dept. Total","1369","3.309","39.3","16.9","18.0","6.6","7.7","1.2","0.5","7.7","0.2",".","",".","1.6","0.1",".",".","0.1"
