"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"690","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","111","","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Field Work","Course Total","","13","3.891","84.6","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"692
School Practicum in Com Dis","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","052","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","17","4.000","88.2",".",".",".",".",".",".","5.9",".",".",".",".","5.9",".",".","."
"701
Analys-Computers in Curric","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Curriculum Planning","001","","10","3.600","60.0","10.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"715
Design of Rsch in Curric","001","","14","3.846","78.6",".","14.3",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"716
Reform&Change-Curric&Instr","001","","16","4.000","93.8",".",".",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"717
Intro to Qualitative Research","001","","31","3.919","83.9","16.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"732
Foundations of Science Educ","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"744
Perspectvs-Multicultrl Educ","001","","24","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"800
Iss-Ed Communication Tech","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"810
Goals,Content&Progm-Math Ed","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"830
Theory & Dsgn of the Curric","001","","25","3.957","84.0","8.0",".",".",".",".",".",".",".",".",".",".","8.0",".",".","."
"832
Teachng Conceptl Change-Sci","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"855
Issues-Elementary Education","001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"860
Supervisn-Teacher Education","001","","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"916
Spec Topics:Rsch&Eval-C&I","001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"942
Smr-Rsch on Math Education","001","","12","3.957","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"948
Diversity Issues-Music Teachng","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"951
Seminar in Art Education","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"960
Seminar-Science Education","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","001","","11","3.948","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","002","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","003","","18","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"General Seminar","Course Total","","44","3.975","90.9","4.5",".",".",".",".",".",".",".",".",".",".","4.5",".",".","."
"990","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","","","Page 86 of 410"
