"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","10737","3.722","60.7","16.7","7.0","2.0","1.4","0.4","0.4","5.7","0.1","4.4","0.0","0.6","0.4","0.2","0.0","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","1106","3.569","62.1","19.9","9.3","2.7","3.5","0.9","0.4","0.8",".",".",".",".",".","0.1",".","0.3"
"Sophomore","","1275","3.492","52.9","22.5","12.4","4.5","3.1","1.2","1.0","2.1",".",".",".",".","0.1",".",".","0.2"
"Junior","","1768","3.619","58.2","21.9","9.2","3.1","2.0","0.5","0.7","2.4","0.1","1.8",".",".","0.1",".",".","0.1"
"Senior","","3608","3.763","61.6","15.8","6.2","1.6","1.0","0.2","0.4","3.7","0.1","9.3","0.0",".",".","0.1",".","0.0"
"Undergraduates","","7757","3.666","59.5","18.9","8.3","2.6","1.9","0.5","0.6","2.7","0.0","4.7","0.0",".","0.0","0.1",".","0.1"
"Special","","358","3.781","55.6","9.5","4.7","1.1","0.3","0.8",".","20.1",".","2.8","0.3",".","0.3","3.6","0.6","0.3"
"Graduate","","2615","3.879","64.8","10.9","3.2","0.3","0.1",".",".","12.2","0.2","3.9","0.0","2.6","1.5","0.1","0.1","0.0"
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","7","3.750","57.1","14.3","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Prof Yr 3","","10","3.571","40.0","20.0",".",".","10.0",".",".","30.0",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","19","3.693","52.6","15.8","5.3",".","5.3",".",".","21.1",".",".",".",".",".",".",".","."
"","College Total","10749","3.722","60.6","16.6","6.9","2.0","1.4","0.4","0.4","5.7","0.1","4.5","0.0","0.6","0.4","0.2","0.0","0.1"
