"BIOLOGY CORE CURRICULUM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","",""
"Evolution,Ecology,&Genetics","301
001","114","3.730","75.4","2.6","16.7",".","4.4",".",".","0.9",".",".",".",".",".",".",".","."
"","302
001","24","3.583","41.7","33.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","302
002","24","3.396","29.2","20.8","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","302
003","24","3.313","25.0","16.7","54.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","302
004","21","3.405","19.0","42.9","38.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","302
005","22","3.636","54.5","18.2","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Evol,Ecol,&Genetics Lab","Course Total","115","3.465","33.9","26.1","39.1","0.9",".",".",".",".",".",".",".",".",".",".",".","."
"Organismal Biology","323
001","127","3.031","22.0","7.1","44.1","10.2","15.7","0.8",".",".",".",".",".",".",".",".",".","."
"","324
001","13","3.692","46.2","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","324
002","17","3.706","52.9","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","324
003","21","3.762","66.7","19.0","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Organismal Biology Lab","Course Total","51","3.725","56.9","31.4","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","699
001","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"BIOCORE
206","Dept. Total","431","3.432","47.8","13.5","29.2","3.2","5.8","0.2",".","0.2",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","",""
"Sophomore","","102","3.504","44.1","14.7","37.3","1.0","2.9",".",".",".",".",".",".",".",".",".",".","."
"Junior","","200","3.457","49.5","14.0","26.5","4.0","6.0",".",".",".",".",".",".",".",".",".",".","."
"Senior","","128","3.333","48.4","11.7","27.3","3.9","7.8","0.8",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","430","3.432","47.9","13.5","29.3","3.3","5.8","0.2",".",".",".",".",".",".",".",".",".","."
"Special","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","Dept. Total","431","3.432","47.8","13.5","29.2","3.2","5.8","0.2",".","0.2",".",".",".",".",".",".",".","."
