"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","","","","",""
"NURSING","Section","#","Ave","A","AB","","B","","BC","C","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","","","","","",""
"999","022","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","038","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","062","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","065","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","078","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","096","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","23","3.636","26.1","",".","",".",".","4.3","",".","",".","69.6","",".",".",".",".",".",".",".","."
