"VET","","","","","","","","","","","","","","","","","","","","","","",""
"PATHO-BIOLOGICAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","","","","",""
"PATH-BIO
703","Dept. Total","734","3.547","41.3","20.3","20.7","2.6","1.6","",".","0.1","12.5","",".",".","",".","0.7","",".",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.789","82.4","11.8","5.9",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","18","3.341","55.6","5.6","27.8","5.6","5.6","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","30","3.542","63.3","6.7","20.0",".","6.7","",".",".",".","",".",".","",".",".","",".",".",".","3.3"
"Senior","","36","3.647","77.8",".","16.7",".","2.8","",".","2.8",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","101","3.573","70.3","5.0","17.8","1.0","4.0","",".","1.0",".","",".",".","",".",".","",".",".",".","1.0"
"Special","","14","4.000","28.6",".",".",".",".","",".",".","71.4","",".",".","",".",".","",".",".",".","."
"Graduate","","73","3.932","31.5",".","2.7",".",".","",".",".","58.9","",".",".","",".","6.8","",".",".",".","."
"Prof Yr 2","","553","3.513","31.1","26.0","23.9","3.3","1.4","",".",".","14.3","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","4","4.000","25.0",".",".",".",".","",".",".","75.0","",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","68","4.000","47.1",".",".",".",".","",".",".","52.9","",".",".","",".",".","",".",".",".","."
"Professionals","","625","3.526","32.8","23.0","21.1","2.9","1.3","",".",".","18.9","",".",".","",".",".","",".",".",".","."
"","Dept. Total","813","3.547","37.3","18.3","18.7","2.3","1.5","",".","0.1","21.0","",".",".","",".","0.6","",".",".",".","0.1"
