"BUS","","","","","","","","","","","","","","","","","","","","","","",""
"OPERATIONS & TECHNOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","","",""
"OTM
238","Dept. Total","650","3.368","31.4","28.0","27.5","7.8","3.7","0.5","0.2","0.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","31","3.194","22.6","29.0","19.4","22.6","6.5",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","173","3.205","19.7","26.6","38.2","8.7","5.8","1.2",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","243","3.230","19.8","29.2","35.4","9.1","4.9","0.4","0.4","0.8","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","447","3.218","19.9","28.2","35.3","9.8","5.4","0.7","0.2","0.4","",".",".","",".","",".","",".",".",".","."
"Special","","19","3.395","36.8","26.3","15.8","21.1",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","183","3.733","59.0","27.3","9.8","1.6",".",".",".","2.2","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","650","3.368","31.4","28.0","27.5","7.8","3.7","0.5","0.2","0.9","",".",".","",".","",".","",".",".",".","."
