"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"Topics in Calculus I","275
001","24","3.313","33.3","4.2","54.2","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study in Math","298
015","65","",".",".",".",".",".",".",".",".",".","96.9","3.1",".",".",".",".","."
"Theory-Interst & Life Insur","303
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Math Statistics","309
001","17","3.265","41.2","41.2",".",".","5.9","5.9","5.9",".",".",".",".",".",".",".",".","."
"","319
001","71","3.071","33.8","4.2","33.8","4.2","19.7","1.4","1.4",".",".",".",".",".",".",".",".","1.4"
"","319
002","78","3.019","20.5","14.1","32.1","23.1","7.7","1.3","1.3",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","149","3.044","26.8","9.4","32.9","14.1","13.4","1.3","1.3",".",".",".",".",".",".",".",".","0.7"
"","320
001","83","2.633","10.8","16.9","26.5","10.8","25.3","3.6","6.0",".",".",".",".",".",".",".",".","."
"","320
002","122","2.799","36.1","2.5","23.0","11.5","9.0","11.5","6.6",".",".",".",".",".",".",".",".","."
"","003
320","111","2.714","14.4","14.4","25.2","13.5","24.3","2.7","4.5","0.9",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","316","2.725","21.8","10.4","24.7","12.0","18.7","6.3","5.7","0.3",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","321
001","50","2.296","8.0","8.0","14.0","22.0","30.0","8.0","8.0","2.0",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","19","3.263","21.1","31.6","31.6","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
