"Senior Honors Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"Directed Reading","699
003","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Art&Archaeolog-Ancient Greece","700
001","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Seminar-Ancient History","801
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"CLASSICS
244","Dept. Total","326","3.635","56.1","26.1","10.7","3.1","1.8","0.9","0.3","0.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","3.672","62.1","17.2","13.8","6.9",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","49","3.581","55.1","24.5","10.2","6.1","2.0","2.0",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","123","3.710","60.2","27.6","8.9","0.8","2.4",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","117","3.556","50.4","29.1","12.8","3.4","1.7","1.7","0.9",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","318","3.630","56.0","26.7","11.0","3.1","1.9","0.9","0.3",".","",".",".","",".","",".","",".",".",".","."
"Special","","4","4.000","25.0",".",".",".",".",".",".","75.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","4","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","326","3.635","56.1","26.1","10.7","3.1","1.8","0.9","0.3","0.9","",".",".","",".","",".","",".",".",".","."
