"Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"","999
010","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
013","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"LINGUIS
550","Dept. Total","389","3.264","39.3","21.3","16.5","7.7","6.9","3.6","2.1","1.0","",".",".","",".","0.3","0.5","0.8",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","80","3.259","37.5","25.0","13.8","7.5","11.3","5.0",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","95","3.262","29.5","33.7","16.8","11.6","4.2","3.2","1.1",".","",".",".","",".",".",".",".",".","."
"Junior","","91","3.123","35.2","14.3","24.2","9.9","6.6","3.3","4.4",".","",".",".","",".",".",".","2.2",".","."
"Senior","","77","3.174","40.3","18.2","14.3","5.2","9.1","3.9","3.9","2.6","",".",".","",".",".","1.3","1.3",".","."
"Undergraduates","","343","3.206","35.3","23.0","17.5","8.7","7.6","3.8","2.3","0.6","",".",".","",".",".","0.3","0.9",".","."
"Special","","4","2.750","50.0",".",".",".","25.0","25.0",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","42","3.841","71.4","9.5","9.5",".",".",".",".","4.8","",".",".","",".","2.4","2.4",".",".","."
"","Dept. Total","389","3.264","39.3","21.3","16.5","7.7","6.9","3.6","2.1","1.0","",".",".","",".","0.3","0.5","0.8",".","."
