"L&S","","","","","","","","","","","","","","","","","","","","",""
"LITERATURE IN TRANSLATION","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","",""
"LITTRANS
551","Dept. Total","1008","3.427","37.6","32.1","18.5","5.6","2.7","1.3","1.4","0.5","0.1",".","",".","",".","0.2","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","99","3.361","34.3","36.4","16.2","6.1","3.0","1.0","3.0",".",".",".","",".","",".",".",".",".","."
"Sophomore","","270","3.455","35.9","32.6","22.2","4.8","2.6","1.5",".",".",".",".","",".","",".","0.4",".",".","."
"Junior","","291","3.417","38.5","31.6","18.9","5.5","2.4","1.4","1.7",".",".",".","",".","",".",".",".",".","."
"Senior","","343","3.429","39.4","31.2","16.0","6.1","2.9","1.2","1.7","0.9","0.3",".","",".","",".","0.3",".",".","."
"Undergraduates","","1003","3.427","37.7","32.2","18.5","5.6","2.7","1.3","1.4","0.3","0.1",".","",".","",".","0.2",".",".","."
"Special","","3","",".",".",".",".",".",".",".","66.7",".",".","",".","",".",".","33.3",".","."
"Graduate","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","1008","3.427","37.6","32.1","18.5","5.6","2.7","1.3","1.4","0.5","0.1",".","",".","",".","0.2","0.1",".","."
