"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"289","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"289","041","","22","3.957","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"289","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"289","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"289","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Independent Study","Course Total","","27","3.969","92.6","7.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","039","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","053","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","34","3.987","97.1","2.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375
Special Topics","001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"399","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","","2","***","","","","","","","","","","","","","","","",""
"501
Introduction-Biochemistry","001","","403","3.004","26.1","19.4","20.1","12.2","15.6","4.2","1.7","0.7",".",".",".",".",".",".",".","."
"507
General Biochemistry I","001","","224","3.202","37.1","13.4","24.6","9.4","10.3","1.8","1.8","0.4",".",".",".",".",".",".","1.3","."
"510
Biochm Prin-Human&Anml Nutr","001","","12","3.000","25.0","25.0","16.7","25.0",".",".","8.3",".",".",".",".",".",".",".",".","."
"511","001","","22","3.886","86.4","9.1",".","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"511","002","","11","3.455","45.5","18.2","27.3",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"511","003","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduate Seminar","Course Total","","56","3.848","83.9","7.1","5.4","1.8","1.8",".",".",".",".",".",".",".",".",".",".","."
"601
Protein&Enzyme Struct&Funct","001","","72","3.097","12.5","30.6","45.8",".","4.2","6.9",".",".",".",".",".",".",".",".",".","."
"612
Prokaryotic Molecular Biol","001","","25","3.480","44.0","16.0","32.0","8.0",".",".",".",".",".",".",".",".",".",".",".","."
"624
Mechanisms of Enzyme Action","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"630
Cellulr Signal Transductn Mech","001","","50","3.224","18.0","24.0","46.0","4.0","6.0",".",".",".",".",".",".",".","2.0",".",".","."
"651
Biochemical Methods","001","","62","3.282","32.3","29.0","19.4","4.8","12.9","1.6",".",".",".",".",".",".",".",".",".","."
"660
Methods in Biochemistry","001","","26","3.673","42.3","50.0","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"665
Biophysical Chemistry","001","","9","3.778","77.8",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"November 12, 2010","","","","","","","","","","","","","","","","","","","","Page 13 of 410"
