"INTERDIS COURSES (C A L S)","Section","#","Ave","A","AB","B","BC","C","","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ways of Knowing:Med&Society","152
001","8","4.000","100.0",".",".",".","",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Issues in Ag, Envir & Life Sci","155
001","136","3.866","88.2","3.7","4.4","0.7","",".",".","","1.5","1.5",".","",".",".","",".","",".","",".",".","."
"WISE Seminar","175
001","51","3.951","92.2","5.9","2.0",".","",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Leadership Seminar","312
001","26","4.000","100.0",".",".",".","",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"","375
004","15","4.000","100.0",".",".",".","",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"","375
015","8","3.938","87.5","12.5",".",".","",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Special Topics","Course Total","23","3.984","95.7","4.3",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"CALS Honor Interdis Jr Seminar","388
001","18","4.000","100.0",".",".",".","",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Honors Research Colloquium","488
001","10","",".",".",".",".","",".",".","",".",".",".","","100.0",".","",".","",".","",".",".","."
"","875
001","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","875
017","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Special Topics","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","",""
"INTER-AG
494","Dept. Total","275","3.930","88.7","3.3","2.5","0.4","",".","",".","0.7","0.7","",".","3.6","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","149","3.892","88.6","4.7","4.7","0.7","",".","",".","0.7","0.7","",".",".","",".","",".","",".",".",".","."
"Sophomore","","47","3.917","95.7","2.1",".",".","",".","",".","2.1",".","",".",".","",".","",".","",".",".",".","."
"Junior","","27","3.972","96.3","3.7",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","48","4.000","79.2",".",".",".","",".","",".",".",".","",".","20.8","",".","",".","",".",".",".","."
"Undergraduates","","271","3.928","88.9","3.3","2.6","0.4","",".","",".","0.7","0.4","",".","3.7","",".","",".","",".",".",".","."
"Special","","1","",".",".",".",".","",".","",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","3","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","275","3.930","88.7","3.3","2.5","0.4","",".","",".","0.7","0.7","",".","3.6","",".","",".","",".",".",".","."
