"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","118
018","14","3.250","50.0","14.3","7.1","21.4",".",".","7.1",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","185","3.384","39.5","29.7","17.3","8.1","2.2",".","3.2",".",".",".",".",".",".",".",".","."
"","122
002","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","122
003","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","122
004","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Oral Communicatn Skills","Course Total","40","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Myth and Literature","155
001","17","3.735","70.6","11.8","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Shakespeare","162
001","219","3.153","21.0","32.9","25.1","8.2","6.8","2.3","2.3","0.9",".",".",".",".",".","0.5",".","."
"","167
001","30","3.463","33.3","30.0","20.0",".","6.7",".",".","10.0",".",".",".",".",".",".",".","."
"","167
002","203","3.178","17.7","32.0","33.0","9.4","4.4","2.0","1.0",".",".",".",".",".",".",".","0.5","."
"Intro-Brit & Amer Lit pre-1914","Course Total","233","3.212","19.7","31.8","31.3","8.2","4.7","1.7","0.9","1.3",".",".",".",".",".",".","0.4","."
"Intro to Modern Lit since 1900","168
001","253","3.623","49.0","34.0","12.3","3.2","0.4","0.4","0.4",".",".",".",".",".",".","0.4",".","."
"","169
001","148","3.483","33.8","39.2","18.2","5.4","2.7",".",".",".",".",".",".",".",".",".",".","0.7"
"","169
002","232","3.224","19.0","34.5","32.3","9.5","2.6",".","2.2",".",".",".",".",".",".",".",".","."
"Intro to Modern American Lit","Course Total","380","3.343","24.7","36.3","26.8","7.9","2.6",".","1.3",".",".",".",".",".",".",".",".","0.3"
"Literature, Gender & Sexuality","171
001","256","3.344","28.9","31.3","28.9","7.0","2.3","0.4","1.2",".",".",".",".",".",".",".",".","."
"","173
001","20","3.700","70.0","15.0","5.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","173
002","20","3.450","35.0","30.0","25.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Ethnic&Multicultural Lit","Course Total","40","3.575","52.5","22.5","15.0","7.5","2.5",".",".",".",".",".",".",".",".",".",".","."
"Lit & the Other Disciplines","175
001","25","3.780","68.0","20.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","19","3.789","94.7",".",".",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","201
002","17","3.294","41.2","17.6","17.6","5.9","17.6",".",".",".",".",".",".",".",".",".",".","."
"","201
003","16","3.531","37.5","43.8","12.5",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","201
004","17","3.412","47.1","29.4","5.9","5.9","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"","201
005","17","3.618","47.1","29.4","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
006","14","3.500","57.1","28.6","7.1",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","201
007","18","3.472","22.2","50.0","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
008","17","3.625","47.1","23.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".","5.9"
"","009
201","16","3.313","25.0","56.3","6.3","6.3",".",".","6.3",".",".",".",".",".",".",".",".","."
"","201
010","21","3.952","95.2",".","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
011","18","3.583","50.0","22.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","201
014","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","208","3.604","56.7","24.0","12.5","1.9","2.4","0.5","1.4",".",".",".",".",".",".",".",".","0.5"
"","203
001","16","3.813","81.3","12.5",".",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","002
203","16","3.781","62.5","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","17","3.529","35.3","41.2","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","203
004","17","3.765","52.9","47.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
005","16","3.281","37.5","43.8",".",".","12.5",".","6.3",".",".",".",".",".",".",".",".","."
"","006
203","16","3.375","12.5","68.8","6.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","98","3.592","46.9","40.8","5.1","2.0","4.1",".","1.0",".",".",".",".",".",".",".",".","."
"British Literature Before 1750","215
001","180","3.319","36.1","26.7","18.3","11.7","4.4","1.1","1.7",".",".",".",".",".",".",".",".","."
"British&Anglo Lit 1750-Present","216
001","178","3.407","39.9","27.0","18.5","7.3","6.2","0.6","0.6",".",".",".",".",".",".",".",".","."
"American Literature","217
001","146","3.476","34.2","34.9","23.3","4.8","2.1",".",".","0.7",".",".",".",".",".",".",".","."
"Shakespearean Drama","219
001","128","3.064","21.1","28.9","18.8","14.8","8.6","3.1","2.3",".",".",".",".",".",".",".","1.6","0.8"
"November 12, 2010","","","","","","","","","","","","","","","","","","Page 205 of 410",""
