"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"Elem/Intmed Trombone","221","089","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Euphonium","223","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Tuba","225","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Percussion","227","033","9","3.556","33.3","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","231","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","025","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intermediate Violin","","Course Total","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intermediate Viola","233","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Cello","235","026","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed String Bass","237","066","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Harp","239","077","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Low Brass","24","001","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Guitar","240","011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Composition","247","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Keyboard Skills","251","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Percussion","27","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-High Strings","32","001","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Techniques: Violin","331","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Harp","339","077","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Piano Accompanying Lab","342","001","15","3.900","86.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Composition","347","050","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Low Strings","36","001","7","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","024","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","029","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","048","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Piano","","Course Total","10","3.733","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Harpsichord","402","042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Organ","403","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","006","7","3.600","14.3","85.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","405","045","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","061","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","062","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Voice","","Course Total","20","3.840","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Flute","407","010","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Oboe","409","059","6","3.857","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Clarinet","411","005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Saxophone","413","050","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Bassoon","415","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Horn","417","020","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Trumpet","419","063","9","3.800","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
