"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","","","",""
"Independent Reading","Course Total","6","3.893","66.7","16.7",".",".",".",".",".",".","",".",".","",".",".",".",".","16.7","."
"COUN PSY
270","Dept. Total","1042","3.815","75.0","11.4","4.2","1.2","1.3","0.4","0.4","1.8","",".","3.2","",".","0.8","0.1",".","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","460","3.817","78.0","14.1","4.3","1.1","1.5","0.4","0.2",".","",".",".","",".",".",".",".",".","0.2"
"Sophomore","","109","3.740","82.6","5.5","6.4",".","1.8","0.9","1.8",".","",".",".","",".",".",".",".",".","0.9"
"Junior","","105","3.862","85.7","7.6","3.8","1.9","1.0",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","161","3.771","78.9","10.6","5.0","2.5","1.9","0.6","0.6",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","835","3.801","79.8","11.5","4.7","1.3","1.6","0.5","0.5",".","",".",".","",".",".",".",".",".","0.2"
"Special","","12","3.948","91.7","8.3",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","195","3.848","53.3","11.3","2.6","0.5","0.5",".",".","9.7","",".","16.9","",".","4.1","0.5",".","0.5","."
"","Dept. Total","1042","3.815","75.0","11.4","4.2","1.2","1.3","0.4","0.4","1.8","",".","3.2","",".","0.8","0.1",".","0.1","0.2"
