"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"OPERATIONS & TECHNOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","",""
"","300
001","128","3.227","21.1","25.0","39.8","9.4","3.1","1.6",".",".",".",".",".",".",".",".",".","."
"","300
002","125","3.192","20.8","28.8","31.2","11.2","6.4","0.8","0.8",".",".",".",".",".",".",".",".","."
"","300
003","121","3.204","13.2","31.4","42.1","7.4","5.0",".",".","0.8",".",".",".",".",".",".",".","."
"","300
004","44","2.841","4.5","15.9","36.4","29.5","13.6",".",".",".",".",".",".",".",".",".",".","."
"Operations Management","Course Total","418","3.169","17.0","27.0","37.6","11.5","5.7","0.7","0.2","0.2",".",".",".",".",".",".",".","."
"","365
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","365
002","10","3.788","50.0","40.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","12","3.781","50.0","41.7",".",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Rdg&Rsch-Operatns&Info Mgmt","399
037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Operations Research I","410
001","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamentls-Supply Chain Mgmt","421
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Logistics Management","422
001","7","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Procurement & Supply Managemnt","423
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Service Operations Mgmt","451
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Business Logistics Analysis","640
001","19","3.500","31.6","47.4","10.5","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"E-Bus:Technol, Strategy & Appl","671
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Operations Research I","710
001","16","3.469","31.3","31.3","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Logistics Management","722
001","19","3.868","73.7","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Economics for Managers","732
001","29","3.603","44.8","34.5","17.2","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"Economics of Transportation","744
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Service Operations Managmnt","751
001","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Manage Tech & Organztnl Change","758
001","15","3.667","40.0","53.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
030","55","3.873","76.4","21.8","1.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","61","3.877","77.0","21.3","1.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Qual & Productivity Improvemnt","770
001","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990
058","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
076","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
139","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Thesis-Operatns&Inf Mgt","Course Total","3","***","","","","","","","","","","","","","","","",""
