"","699
008","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
011","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
016","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Project","Course Total","5","***","","","","","","","","","","","","","","","","","","","",""
"DANCE
741","Dept. Total","871","3.778","72.7","14.6","5.2","1.0","0.8","0.5","0.6","4.5","",".",".","",".","",".","",".","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","139","3.799","71.9","18.0","6.5","1.4","1.4",".",".","0.7","",".",".","",".","",".","",".",".",".","."
"Sophomore","","187","3.836","78.1","12.8","5.9","0.5",".","0.5","0.5","1.6","",".",".","",".","",".","",".",".",".","."
"Junior","","228","3.700","74.1","13.6","5.7","0.9","1.3","0.9","0.9","2.6","",".",".","",".","",".","",".",".",".","."
"Senior","","286","3.787","71.0","14.0","3.8","1.4","0.3","0.3","0.7","7.7","",".",".","",".","",".","",".","0.3",".","0.3"
"Undergraduates","","840","3.778","73.6","14.3","5.2","1.1","0.7","0.5","0.6","3.8","",".",".","",".","",".","",".","0.1",".","0.1"
"Special","","10","3.700","70.0","20.0",".",".","10.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","20","3.794","35.0","25.0","5.0",".",".",".",".","35.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","871","3.778","72.7","14.6","5.2","1.0","0.8","0.5","0.6","4.5","",".",".","",".","",".","",".","0.1",".","0.1"
