"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","",""
"Research and Thesis","Course Total","13","",".",".",".",".",".",".",".","100.0","",".",".",".","",".","",".",".",".","."
"SCAND ST
872","Dept. Total","275","3.651","54.9","23.6","9.1","1.5","1.1","0.7","1.1","8.0","",".",".",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","44","3.371","34.1","34.1","20.5","6.8",".","2.3","2.3",".","",".",".",".","",".","",".",".",".","."
"Sophomore","","37","3.408","43.2","32.4","10.8","2.7","5.4","2.7","2.7",".","",".",".",".","",".","",".",".",".","."
"Junior","","67","3.731","68.7","17.9","7.5",".","1.5",".","1.5","3.0","",".",".",".","",".","",".",".",".","."
"Senior","","85","3.808","63.5","29.4","4.7",".",".",".",".","2.4","",".",".",".","",".","",".",".",".","."
"Undergraduates","","233","3.633","56.2","27.5","9.4","1.7","1.3","0.9","1.3","1.7","",".",".",".","",".","",".",".",".","."
"Special","","9","3.750","44.4",".","11.1",".",".",".",".","44.4","",".",".",".","",".","",".",".",".","."
"Graduate","","33","3.877","48.5","3.0","6.1",".",".",".",".","42.4","",".",".",".","",".","",".",".",".","."
"","Dept. Total","275","3.651","54.9","23.6","9.1","1.5","1.1","0.7","1.1","8.0","",".",".",".","",".","",".",".",".","."
