"","990
036","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
039","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
061","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","22","",".",".",".",".",".",".",".","90.9","",".",".",".","9.1","",".",".",".","."
"AN SCI
604","Dept. Total","437","3.191","41.0","13.3","19.7","8.2","7.3","3.2","1.6","5.0","",".",".",".","0.5","",".",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","61","2.842","18.0","9.8","39.3","11.5","11.5","3.3","6.6",".","",".",".",".",".","",".",".",".","."
"Sophomore","","82","3.039","35.4","12.2","15.9","15.9","14.6","4.9","1.2",".","",".",".",".",".","",".",".",".","."
"Junior","","93","3.072","35.5","12.9","23.7","9.7","9.7","5.4","2.2",".","",".",".",".",".","",".",".","1.1","."
"Senior","","133","3.499","54.9","18.0","18.0","4.5","2.3","2.3",".",".","",".",".",".",".","",".",".",".","."
"Undergraduates","","369","3.152","39.6","14.1","22.5","9.5","8.4","3.8","1.9",".","",".",".",".",".","",".",".","0.3","."
"Special","","4","3.000","25.0",".",".",".","25.0",".",".","50.0","",".",".",".",".","",".",".",".","."
"Graduate","","67","3.785","47.8","9.0","4.5","1.5",".",".",".","29.9","",".",".",".","3.0","",".",".","4.5","."
"","Dept. Total","440","3.191","40.7","13.2","19.5","8.2","7.3","3.2","1.6","5.0","",".",".",".","0.5","",".",".","0.9","."
