"ALS","","","","","","","","","","","","","","","","","","","","","",""
"RURAL SOCIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","",""
"RUR SOC
864","Dept. Total","201","3.494","53.7","17.9","11.9","6.5","3.0","0.5","1.0","3.0","",".",".","",".","2.0","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","3.265",".","80.0",".","20.0",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","34","3.186","32.4","26.5","14.7","20.6","2.9",".","2.9",".","",".",".","",".",".","",".",".",".","."
"Junior","","46","3.596","58.7","21.7","10.9","4.3","4.3",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","86","3.504","65.1","11.6","14.0","3.5","3.5","1.2","1.2",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","171","3.456","55.0","19.3","12.9","7.6","3.5","0.6","1.2",".","",".",".","",".",".","",".",".",".","."
"Special","","4","3.500","25.0","25.0","25.0",".",".",".",".",".","",".",".","",".",".","",".",".","25.0","."
"Graduate","","26","3.875","50.0","7.7","3.8",".",".",".",".","23.1","",".",".","",".","15.4","",".",".",".","."
"","Dept. Total","201","3.494","53.7","17.9","11.9","6.5","3.0","0.5","1.0","3.0","",".",".","",".","2.0","",".",".","0.5","."
