"","990
082","1","***","","","","","","","","","","","","",".",".",".","",".",".",".","."
"","990
083","1","***","","","","","","","","","","","","",".",".",".","",".",".",".","."
"","990
084","1","***","","","","","","","","","","","","",".",".",".","",".",".",".","."
"Research","Course Total","39","",".",".",".",".",".","",".","",".","100.0","",".",".",".","",".",".",".",".","."
"PATH
704","Dept. Total","173","3.645","32.4","8.7","7.5",".","2.9","",".","",".","22.5","",".","22.5",".","",".","2.3",".","1.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","2.000",".",".",".",".","100.0","",".","",".",".","",".",".",".","",".",".",".",".","."
"Sophomore","","3","4.000","100.0",".",".",".",".","",".","",".",".","",".",".",".","",".",".",".",".","."
"Junior","","19","3.559","57.9","15.8","10.5",".","10.5","",".","",".",".","",".",".",".","",".",".",".","5.3","."
"Senior","","30","3.576","60.0","6.7","23.3",".","6.7","",".","",".",".","",".",".",".","",".",".",".","3.3","."
"Undergraduates","","53","3.561","60.4","9.4","17.0",".","9.4","",".","",".",".","",".",".",".","",".",".",".","3.8","."
"Special","","10","3.667","40.0",".","20.0",".",".","",".","",".",".","",".",".",".","",".","40.0",".",".","."
"Graduate","","102","3.708","28.4","4.9","1.0",".",".","",".","",".","36.3","",".","29.4",".","",".",".",".",".","."
"Prof Yr 2","","7","",".",".",".",".",".","",".","",".",".","",".","100.0",".","",".",".",".",".","."
"Prof Yr 3","","11","3.778","36.4","36.4",".",".",".","",".","",".","9.1","",".","18.2",".","",".",".",".",".","."
"Prof Yr 4","","13","3.911","76.9","7.7","7.7",".",".","",".","",".","7.7","",".",".",".","",".",".",".",".","."
"Professionals","","31","3.859","45.2","16.1","3.2",".",".","",".","",".","6.5","",".","29.0",".","",".",".",".",".","."
"","Dept. Total","196","3.645","40.3","7.7","6.6",".","2.6","",".","",".","19.9","",".","19.9",".","",".","2.0",".","1.0","."
