"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"BIOSTATISTICS & MED INFORM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","",""
"Intro to Biostat Mthd-Pub Hlth","511
001","35","3.843","91.4","2.9","2.9",".",".",".","2.9",".",".",".",".",".",".",".",".","."
"Intro to Biostatistics","541
001","49","3.875","77.6","2.0","10.2",".",".",".",".","2.0",".",".",".",".","2.0",".","6.1","."
"Intro to Clinical Trials II","544
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Biostats for Pop Hlth","551
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Introduction to Bioinformatics","576
001","6","2.900","33.3","16.7",".",".","16.7","16.7",".","16.7",".",".",".",".",".",".",".","."
"Computn&Informatcs in Biol&Med","915
001","7","4.000","14.3",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","."
"B M I
210","Dept. Total","104","3.776","72.1","5.8","6.7","1.0","1.0","1.0","1.0","7.7",".",".",".",".","1.0",".","2.9","."
