"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Pract in World Lang (K-12)","243
001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum-Secondary Sci Ed","290
001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practm-Secondry Sch English","296
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","305
001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
003","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
004","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","Course Total","","56","3.973","94.6","5.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
001","","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
002","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
003","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Art","Course Total","","49","3.969","95.9","2.0","2.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Choral Music-Sec Schl","332
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Gen Music-Elem School","333
001","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Instrum Music-Elem","335
001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
002","","6","3.417","33.3","16.7","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
003","","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Teaching Music","Course Total","","22","3.750","68.2","13.6","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Educ Practicum One","340
001","","46","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Teaching World Languages (K-8)","342
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","354
002","","23","3.978","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Music","Course Total","","46","3.989","97.8","2.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pract: Soc Studies-Sec Schl","358
001","","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum in Math-Sec Schl","361
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","362
001","","8","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","362
003","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","362
004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","362
006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Drama in Education","Course Total","","29","3.914","89.7","3.4","6.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
001","","23","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
002","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Education","Course Total","","48","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","367
001","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
002","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum II","Course Total","","48","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","368
001","","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
368","","24","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Teaching of Reading","Course Total","","48","3.938","91.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","369
001","","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
369","","24","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
