"Performance Management","895
001","13","3.731","61.5","30.8",".","7.7",".","",".","",".",".",".","",".",".","",".","",".",".",".","."
"","974
001","4","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","974
002","6","3.750","50.0","50.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".","."
"Topics in Public Affairs","Course Total","10","3.850","70.0","30.0",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"PUB AFFR
826","Dept. Total","327","3.609","37.3","32.4","11.0","2.1","1.2","",".","",".","2.1","",".","13.1","",".","",".","0.6",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","27","3.650","29.6","37.0","7.4",".",".","",".","",".",".","",".","25.9","",".","",".",".",".",".","."
"Undergraduates","","27","3.650","29.6","37.0","7.4",".",".","",".","",".",".","",".","25.9","",".","",".",".",".",".","."
"Special","","7","3.583","28.6","42.9","14.3",".",".","",".","",".","14.3","",".",".","",".","",".",".",".",".","."
"Graduate","","269","3.601","38.3","30.5","11.5","2.6","1.5","",".","",".","2.2","",".","12.6","",".","",".","0.7",".",".","."
"Prof Yr 1","","2","3.750","50.0","50.0",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","7","3.417",".","71.4","14.3",".",".","",".","",".",".","",".","14.3","",".","",".",".",".",".","."
"Prof Yr 3","","6","3.833","66.7","33.3",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","9","3.688","44.4","33.3","11.1",".",".","",".","",".",".","",".","11.1","",".","",".",".",".",".","."
"Professionals","","24","3.659","37.5","45.8","8.3",".",".","",".","",".",".","",".","8.3","",".","",".",".",".",".","."
"","Dept. Total","327","3.609","37.3","32.4","11.0","2.1","1.2","",".","",".","2.1","",".","13.1","",".","",".","0.6",".",".","."
