"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","203
018","23","3.304","30.4","26.1","21.7","17.4","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
019","24","3.604","37.5","45.8","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
020","24","3.292","20.8","41.7","33.3",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"","203
021","24","3.229","25.0","33.3","20.8","4.2","16.7",".",".",".",".",".",".",".",".",".",".","."
"","203
022","24","3.250","25.0","33.3","33.3",".","4.2",".","4.2",".",".",".",".",".",".",".",".","."
"","203
023","22","3.341","27.3","36.4","22.7","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","203
024","22","3.523","45.5","36.4","9.1","4.5",".","4.5",".",".",".",".",".",".",".",".",".","."
"","203
025","22","2.786",".","27.3","27.3","13.6","27.3",".",".","4.5",".",".",".",".",".",".",".","."
"","203
026","24","3.271","20.8","29.2","41.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","590","3.263","26.4","31.5","27.5","4.6","6.9","1.4","1.4","0.3",".",".",".",".",".",".",".","."
"","204
001","24","3.438","50.0","16.7","16.7","4.2","12.5",".",".",".",".",".",".",".",".",".",".","."
"","204
002","24","3.042","12.5","16.7","50.0","8.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","204
003","22","3.114","13.6","22.7","45.5","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","204
004","24","3.438","33.3","37.5","20.8",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","204
005","23","3.283","21.7","21.7","52.2",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
006","21","3.310","28.6","19.0","42.9","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","204
007","24","3.417","29.2","33.3","33.3",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","204
008","23","3.130","26.1","30.4","13.0","4.3","26.1",".",".",".",".",".",".",".",".",".",".","."
"","204
009","24","3.521","37.5","29.2","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
010","24","3.104","20.8","29.2","25.0","8.3","12.5","4.2",".",".",".",".",".",".",".",".",".","."
"","204
011","21","2.905","33.3","9.5","19.0","19.0","4.8","9.5","4.8",".",".",".",".",".",".",".",".","."
"","204
012","21","2.952","4.8","23.8","47.6","4.8","19.0",".",".",".",".",".",".",".",".",".",".","."
"","204
013","23","3.261","30.4","21.7","34.8","4.3","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","204
014","23","2.674","13.0","8.7","47.8","4.3","8.7","13.0","4.3",".",".",".",".",".",".",".",".","."
"","204
015","22","2.955","31.8","18.2","18.2",".","18.2","13.6",".",".",".",".",".",".",".",".",".","."
"","204
016","24","3.042","12.5","16.7","45.8","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","017
204","22","2.773",".","22.7","40.9","13.6","18.2","4.5",".",".",".",".",".",".",".",".",".","."
"","204
018","22","3.114","13.6","27.3","40.9","4.5","13.6",".",".",".",".",".",".",".",".",".",".","."
"","204
019","24","3.208","37.5","20.8","20.8","4.2","12.5",".","4.2",".",".",".",".",".",".",".",".","."
"","204
020","24","3.354","20.8","41.7","29.2","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","204
021","23","2.935","8.7","26.1","43.5","4.3","13.0",".","4.3",".",".",".",".",".",".",".",".","."
"","204
022","22","3.318","22.7","40.9","27.3","4.5",".","4.5",".",".",".",".",".",".",".",".",".","."
"","023
204","24","3.125","29.2","37.5","8.3","4.2","12.5","4.2","4.2",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","528","3.152","23.3","25.0","32.8","5.5","10.0","2.5","0.9",".",".",".",".",".",".",".",".","."
"","223
001","174","3.076","24.7","15.5","34.5","9.8","9.8","1.7","2.3","1.7",".",".",".",".",".",".",".","."
"","223
002","25","3.840","72.0","24.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","199","3.173","30.7","16.6","30.7","8.5","8.5","1.5","2.0","1.5",".",".",".",".",".",".",".","."
"","224
001","21","3.238","33.3","28.6","9.5","19.0","4.8","4.8",".",".",".",".",".",".",".",".",".","."
"","224
002","23","3.652","39.1","52.2","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
003","20","3.725","55.0","35.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
004","24","3.804","70.8","12.5","12.5",".",".",".",".",".",".",".",".",".",".","4.2",".","."
"","224
005","21","3.625","57.1","14.3","19.0",".","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"","224
006","20","3.737","45.0","50.0",".",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"","007
224","23","3.795","60.9","30.4","4.3",".",".",".",".",".",".",".",".",".","4.3",".",".","."
"","008
224","24","3.896","87.5","4.2","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
