"Elementary Quechua","361
001","","4","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"First Semester Yucatec Maya","376
001","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","699
001","","3","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"LACIS
525","Dept. Total","","8","3.793","75.0","12.5","12.5","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"525
LACIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","3","3.600","66.7",".","33.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","4","3.714","75.0",".","25.0","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","2","3.750","50.0","50.0",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","2","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","2","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","8","3.793","75.0","12.5","12.5","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
