"","999
144","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
155","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
160","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Readng & Rsch-Marketing PhD","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"MARKETNG
237","Dept. Total","1665","3.384","28.5","36.3","25.2","7.3","1.5","0.4","0.3","0.3","",".",".","",".","",".","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","112","3.107","7.1","30.4","40.2","21.4","0.9",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","399","3.248","14.8","37.8","34.8","9.8","2.0","0.3","0.5",".","",".",".","",".","",".","",".",".",".","."
"Senior","","689","3.390","29.2","36.7","22.9","7.7","2.2","0.9","0.3","0.1","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","1200","3.316","22.3","36.5","28.5","9.7","2.0","0.6","0.3","0.1","",".",".","",".","",".","",".",".",".","."
"Special","","50","3.337","28.0","30.0","32.0","4.0","2.0",".","2.0",".","",".",".","",".","",".","",".",".","2.0","."
"Graduate","","411","3.609","46.5","36.3","15.1","1.0",".",".",".","1.0","",".",".","",".","",".","",".",".","0.2","."
"Prof Yr 2","","4","3.625","25.0","75.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","4","3.625","25.0","75.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1665","3.384","28.5","36.3","25.2","7.3","1.5","0.4","0.3","0.3","",".",".","",".","",".","",".",".","0.1","."
